pfs_visit_id,arm,sps_module_id,pfs_design_id,time_exp_start
82435,b,1,9212402307179353158,2022-11-16 17:32:20.883844
82440,r,3,7362534226687433961,2022-11-16 18:04:08.904262
82440,r,1,7362534226687433961,2022-11-16 18:04:08.952394
82441,r,3,7362534226687433961,2022-11-16 18:05:09.264739
82441,r,1,7362534226687433961,2022-11-16 18:05:09.305277
82442,r,3,7362534226687433961,2022-11-16 18:05:39.766319
82442,r,1,7362534226687433961,2022-11-16 18:05:39.766626
82443,r,3,7362534226687433961,2022-11-16 18:06:09.971976
82443,r,1,7362534226687433961,2022-11-16 18:06:10.025497
82444,r,3,7362534226687433961,2022-11-16 18:06:40.275018
82444,r,1,7362534226687433961,2022-11-16 18:06:40.322043
82445,r,3,7362534226687433961,2022-11-16 18:07:10.780507
82445,r,1,7362534226687433961,2022-11-16 18:07:10.742312
82446,r,3,7362534226687433961,2022-11-16 18:07:41.085401
82446,r,1,7362534226687433961,2022-11-16 18:07:41.101066
82447,r,3,7362534226687433961,2022-11-16 18:08:11.494679
82447,r,1,7362534226687433961,2022-11-16 18:08:11.462271
82448,r,3,7362534226687433961,2022-11-16 18:08:41.803236
82448,r,1,7362534226687433961,2022-11-16 18:08:41.820379
82449,r,3,7362534226687433961,2022-11-16 18:09:12.012496
82449,r,1,7362534226687433961,2022-11-16 18:09:12.080569
82450,r,3,7362534226687433961,2022-11-16 18:11:41.90378
82450,r,1,7362534226687433961,2022-11-16 18:11:41.847987
82451,r,3,7362534226687433961,2022-11-16 18:12:53.421946
82451,r,1,7362534226687433961,2022-11-16 18:12:53.469156
82452,r,3,7362534226687433961,2022-11-16 18:13:51.200398
82452,r,1,7362534226687433961,2022-11-16 18:13:51.153665
82453,r,3,7362534226687433961,2022-11-16 18:14:21.781245
82453,r,1,7362534226687433961,2022-11-16 18:14:21.813823
82454,r,3,7362534226687433961,2022-11-16 18:14:52.186191
82454,r,1,7362534226687433961,2022-11-16 18:14:52.272438
82455,r,3,7362534226687433961,2022-11-16 18:15:22.590568
82455,r,1,7362534226687433961,2022-11-16 18:15:22.632184
82456,r,3,7362534226687433961,2022-11-16 18:15:53.100884
82456,r,1,7362534226687433961,2022-11-16 18:15:53.093801
82457,r,3,7362534226687433961,2022-11-16 18:16:23.30638
82457,r,1,7362534226687433961,2022-11-16 18:16:23.252233
82458,r,3,7362534226687433961,2022-11-16 18:16:53.610369
82458,r,1,7362534226687433961,2022-11-16 18:16:53.609844
82459,r,3,7362534226687433961,2022-11-16 18:17:24.014884
82459,r,1,7362534226687433961,2022-11-16 18:17:24.066679
82460,r,3,7362534226687433961,2022-11-16 18:17:54.415461
82460,r,1,7362534226687433961,2022-11-16 18:17:54.46045
82461,r,3,7362534226687433961,2022-11-16 18:18:24.817048
82461,r,1,7362534226687433961,2022-11-16 18:18:24.783739
82462,r,3,7362534226687433961,2022-11-16 18:18:55.319442
82462,r,1,7362534226687433961,2022-11-16 18:18:55.241782
82463,r,3,7362534226687433961,2022-11-16 18:19:25.519921
82463,r,1,7362534226687433961,2022-11-16 18:19:25.499646
82464,r,3,7362534226687433961,2022-11-16 18:19:55.819057
82464,r,1,7362534226687433961,2022-11-16 18:19:55.857951
82465,r,3,7362534226687433961,2022-11-16 18:20:26.022718
82465,r,1,7362534226687433961,2022-11-16 18:20:26.018502
82466,r,3,7362534226687433961,2022-11-16 18:20:56.320545
82466,r,1,7362534226687433961,2022-11-16 18:20:56.373111
82467,r,3,7362534226687433961,2022-11-16 18:21:26.720722
82467,r,1,7362534226687433961,2022-11-16 18:21:26.768953
82468,r,3,7362534226687433961,2022-11-16 18:21:57.028961
82468,r,1,7362534226687433961,2022-11-16 18:21:56.983017
82469,r,3,7362534226687433961,2022-11-16 18:22:27.223079
82469,r,1,7362534226687433961,2022-11-16 18:22:27.268734
82470,r,3,7362534226687433961,2022-11-16 18:22:57.640367
82470,r,1,7362534226687433961,2022-11-16 18:22:57.594319
82471,r,3,7362534226687433961,2022-11-16 18:23:28.127815
82471,r,1,7362534226687433961,2022-11-16 18:23:28.149383
82472,r,3,7362534226687433961,2022-11-16 18:23:58.528961
82472,r,1,7362534226687433961,2022-11-16 18:23:58.605628
82473,r,3,7362534226687433961,2022-11-16 18:24:29.028188
82473,r,1,7362534226687433961,2022-11-16 18:24:29.077162
82474,r,3,7362534226687433961,2022-11-16 18:24:59.921962
82474,r,1,7362534226687433961,2022-11-16 18:24:59.969051
82475,r,3,7362534226687433961,2022-11-16 18:25:30.320203
82475,r,1,7362534226687433961,2022-11-16 18:25:30.290256
82476,r,3,7362534226687433961,2022-11-16 18:26:01.116391
82476,r,1,7362534226687433961,2022-11-16 18:26:01.054046
82477,r,3,7362534226687433961,2022-11-16 18:26:31.616411
82477,r,1,7362534226687433961,2022-11-16 18:26:31.617693
82478,r,3,7362534226687433961,2022-11-16 18:27:02.210265
82478,r,1,7362534226687433961,2022-11-16 18:27:02.276041
82479,r,3,7362534226687433961,2022-11-16 18:27:32.709014
82479,r,1,7362534226687433961,2022-11-16 18:27:32.734191
82480,r,3,7362534226687433961,2022-11-16 18:28:03.41089
82480,r,1,7362534226687433961,2022-11-16 18:28:03.394571
82481,r,3,7362534226687433961,2022-11-16 18:28:34.207253
82481,r,1,7362534226687433961,2022-11-16 18:28:34.152565
82482,r,3,7362534226687433961,2022-11-16 18:29:04.604722
82482,r,1,7362534226687433961,2022-11-16 18:29:04.653019
82483,r,3,7362534226687433961,2022-11-16 18:29:35.325622
82483,r,1,7362534226687433961,2022-11-16 18:29:35.275917
82484,r,3,7362534226687433961,2022-11-16 18:30:06.198823
82484,r,1,7362534226687433961,2022-11-16 18:30:06.140036
82485,r,3,7362534226687433961,2022-11-16 18:30:36.99293
82485,r,1,7362534226687433961,2022-11-16 18:30:37.041289
82486,r,3,7362534226687433961,2022-11-16 18:31:07.494113
82486,r,1,7362534226687433961,2022-11-16 18:31:07.559818
82488,r,3,7362534226687433961,2022-11-16 18:44:25.251344
82488,r,1,7362534226687433961,2022-11-16 18:44:25.305918
82489,r,3,7362534226687433961,2022-11-16 18:45:25.795629
82489,r,1,7362534226687433961,2022-11-16 18:45:25.775024
82490,r,3,7362534226687433961,2022-11-16 18:45:56.092471
82490,r,1,7362534226687433961,2022-11-16 18:45:56.141799
82491,r,3,7362534226687433961,2022-11-16 18:46:26.381867
82491,r,1,7362534226687433961,2022-11-16 18:46:26.291398
82492,r,3,7362534226687433961,2022-11-16 18:46:56.473727
82492,r,1,7362534226687433961,2022-11-16 18:46:56.550701
82493,r,3,7362534226687433961,2022-11-16 18:47:26.866105
82493,r,1,7362534226687433961,2022-11-16 18:47:26.914111
82494,r,3,7362534226687433961,2022-11-16 18:47:57.258464
82494,r,1,7362534226687433961,2022-11-16 18:47:57.266405
82495,r,3,7362534226687433961,2022-11-16 18:48:27.550266
82495,r,1,7362534226687433961,2022-11-16 18:48:27.521428
82496,r,3,7362534226687433961,2022-11-16 18:48:58.044244
82496,r,1,7362534226687433961,2022-11-16 18:48:58.079069
82497,r,3,7362534226687433961,2022-11-16 18:49:28.532855
82497,r,1,7362534226687433961,2022-11-16 18:49:28.532761
82498,r,3,7362534226687433961,2022-11-16 18:49:59.022732
82498,r,1,7362534226687433961,2022-11-16 18:49:59.086933
82499,r,3,7362534226687433961,2022-11-16 18:50:29.515069
82499,r,1,7362534226687433961,2022-11-16 18:50:29.565049
82500,r,3,7362534226687433961,2022-11-16 18:50:59.909555
82500,r,1,7362534226687433961,2022-11-16 18:50:59.998002
82501,r,3,7362534226687433961,2022-11-16 18:51:30.404978
82501,r,1,7362534226687433961,2022-11-16 18:51:30.357085
82502,r,3,7362534226687433961,2022-11-16 18:52:00.698436
82502,r,1,7362534226687433961,2022-11-16 18:52:00.71637
82503,r,3,7362534226687433961,2022-11-16 18:52:31.193432
82503,r,1,7362534226687433961,2022-11-16 18:52:31.172735
82504,r,3,7362534226687433961,2022-11-16 18:53:01.487932
82504,r,1,7362534226687433961,2022-11-16 18:53:01.529527
82505,r,3,7362534226687433961,2022-11-16 18:53:31.781783
82505,r,1,7362534226687433961,2022-11-16 18:53:31.787943
82506,r,3,7362534226687433961,2022-11-16 18:54:02.292166
82506,r,1,7362534226687433961,2022-11-16 18:54:02.2447
82507,r,3,7362534226687433961,2022-11-16 18:54:32.566205
82507,r,1,7362534226687433961,2022-11-16 18:54:32.501169
82508,r,3,7362534226687433961,2022-11-16 18:55:03.058819
82508,r,1,7362534226687433961,2022-11-16 18:55:03.100654
82509,r,3,7362534226687433961,2022-11-16 18:55:33.251962
82509,r,1,7362534226687433961,2022-11-16 18:55:33.318514
82510,r,3,7362534226687433961,2022-11-16 18:56:03.644082
82510,r,1,7362534226687433961,2022-11-16 18:56:03.692515
82511,r,3,7362534226687433961,2022-11-16 18:56:34.181804
82511,r,1,7362534226687433961,2022-11-16 18:56:34.136515
82512,r,3,7362534226687433961,2022-11-16 18:57:04.631632
82512,r,1,7362534226687433961,2022-11-16 18:57:04.694718
82513,r,3,7362534226687433961,2022-11-16 18:57:35.123501
82513,r,1,7362534226687433961,2022-11-16 18:57:35.154416
82514,r,3,7362534226687433961,2022-11-16 18:58:05.522847
82514,r,1,7362534226687433961,2022-11-16 18:58:05.51646
82515,r,3,7362534226687433961,2022-11-16 18:58:36.313776
82515,r,1,7362534226687433961,2022-11-16 18:58:36.274758
82516,r,1,7362534226687433961,2022-11-16 18:59:06.8419
82516,r,3,7362534226687433961,2022-11-16 18:59:06.810831
82517,r,3,7362534226687433961,2022-11-16 18:59:37.409524
82517,r,1,7362534226687433961,2022-11-16 18:59:37.399384
82518,r,3,7362534226687433961,2022-11-16 19:00:08.308338
82518,r,1,7362534226687433961,2022-11-16 19:00:08.251256
82519,r,3,7362534226687433961,2022-11-16 19:00:38.702139
82519,r,1,7362534226687433961,2022-11-16 19:00:38.748935
82520,r,3,7362534226687433961,2022-11-16 19:01:09.308619
82520,r,1,7362534226687433961,2022-11-16 19:01:09.260427
82521,r,3,7362534226687433961,2022-11-16 19:01:39.983729
82521,r,1,7362534226687433961,2022-11-16 19:01:40.032906
82522,r,3,7362534226687433961,2022-11-16 19:02:10.613425
82522,r,1,7362534226687433961,2022-11-16 19:02:10.564803
82523,r,3,7362534226687433961,2022-11-16 19:02:41.476541
82523,r,1,7362534226687433961,2022-11-16 19:02:41.419654
82524,r,3,7362534226687433961,2022-11-16 19:03:11.974806
82524,r,1,7362534226687433961,2022-11-16 19:03:11.974459
82525,r,3,7362534226687433961,2022-11-16 19:03:42.577179
82525,r,1,7362534226687433961,2022-11-16 19:03:42.529591
82526,r,3,7362534226687433961,2022-11-16 19:04:13.170592
82526,r,1,7362534226687433961,2022-11-16 19:04:13.090972
82527,r,3,7362534226687433961,2022-11-16 19:05:04.454034
82527,b,3,7362534226687433961,2022-11-16 19:05:04.454034
82527,r,1,7362534226687433961,2022-11-16 19:05:10.59782
82527,b,1,7362534226687433961,2022-11-16 19:05:10.59782
82528,r,3,7362534226687433961,2022-11-16 19:06:06.469588
82528,b,3,7362534226687433961,2022-11-16 19:06:06.469588
82528,r,1,7362534226687433961,2022-11-16 19:06:12.645759
82528,b,1,7362534226687433961,2022-11-16 19:06:12.645759
82529,r,3,7362534226687433961,2022-11-16 19:07:08.732132
82529,b,3,7362534226687433961,2022-11-16 19:07:08.732132
82529,r,1,7362534226687433961,2022-11-16 19:07:14.890513
82529,b,1,7362534226687433961,2022-11-16 19:07:14.890513
82530,r,3,7362534226687433961,2022-11-16 19:08:10.893378
82530,b,3,7362534226687433961,2022-11-16 19:08:10.893378
82530,r,1,7362534226687433961,2022-11-16 19:08:17.068675
82530,b,1,7362534226687433961,2022-11-16 19:08:17.068675
82531,r,3,7362534226687433961,2022-11-16 19:09:13.146572
82531,b,3,7362534226687433961,2022-11-16 19:09:13.146572
82531,r,1,7362534226687433961,2022-11-16 19:09:19.271934
82531,b,1,7362534226687433961,2022-11-16 19:09:19.271934
82532,r,3,7362534226687433961,2022-11-16 19:10:15.499867
82532,b,3,7362534226687433961,2022-11-16 19:10:15.499867
82532,r,1,7362534226687433961,2022-11-16 19:10:21.616636
82532,b,1,7362534226687433961,2022-11-16 19:10:21.616636
82533,r,3,7362534226687433961,2022-11-16 19:11:17.859179
82533,b,3,7362534226687433961,2022-11-16 19:11:17.859179
82533,r,1,7362534226687433961,2022-11-16 19:11:24.059965
82533,b,1,7362534226687433961,2022-11-16 19:11:24.059965
82536,r,3,7362534226687433961,2022-11-16 19:13:11.787159
82536,b,3,7362534226687433961,2022-11-16 19:13:11.787159
82536,r,1,7362534226687433961,2022-11-16 19:13:18.006972
82536,b,1,7362534226687433961,2022-11-16 19:13:18.006972
82537,r,3,7362534226687433961,2022-11-16 19:14:14.139378
82537,b,3,7362534226687433961,2022-11-16 19:14:14.139378
82537,r,1,7362534226687433961,2022-11-16 19:14:20.270186
82537,b,1,7362534226687433961,2022-11-16 19:14:20.270186
82540,r,3,4915885982291836657,2022-11-16 19:36:49.663218
82540,b,3,4915885982291836657,2022-11-16 19:36:49.663218
82540,r,1,4915885982291836657,2022-11-16 19:36:55.854627
82540,b,1,4915885982291836657,2022-11-16 19:36:55.854627
82541,r,3,4915885982291836657,2022-11-16 19:38:45.799503
82541,b,3,4915885982291836657,2022-11-16 19:38:45.799503
82541,r,1,4915885982291836657,2022-11-16 19:38:51.999786
82541,b,1,4915885982291836657,2022-11-16 19:38:51.999786
82542,r,3,4915885982291836657,2022-11-16 19:40:41.741956
82542,b,3,4915885982291836657,2022-11-16 19:40:41.741956
82542,r,1,4915885982291836657,2022-11-16 19:40:47.871768
82542,b,1,4915885982291836657,2022-11-16 19:40:47.871768
82543,r,3,4915885982291836657,2022-11-16 19:44:43.7371
82543,b,3,4915885982291836657,2022-11-16 19:44:43.78692
82543,r,1,4915885982291836657,2022-11-16 19:44:49.923012
82543,b,1,4915885982291836657,2022-11-16 19:44:49.983715
82544,r,3,4915885982291836657,2022-11-16 19:45:44.836083
82544,b,3,4915885982291836657,2022-11-16 19:45:44.851376
82544,r,1,4915885982291836657,2022-11-16 19:45:50.960629
82544,b,1,4915885982291836657,2022-11-16 19:45:50.936815
82550,r,3,5400443809825459598,2022-11-16 20:17:14.188657
82550,b,3,5400443809825459598,2022-11-16 20:17:14.188657
82550,r,1,5400443809825459598,2022-11-16 20:17:14.210687
82550,b,1,5400443809825459598,2022-11-16 20:17:14.210687
82551,r,3,5400443809825459598,2022-11-16 20:18:44.791044
82551,b,3,5400443809825459598,2022-11-16 20:18:44.791044
82551,r,1,5400443809825459598,2022-11-16 20:18:44.784739
82551,b,1,5400443809825459598,2022-11-16 20:18:44.784739
82552,r,3,5400443809825459598,2022-11-16 20:20:14.593798
82552,b,3,5400443809825459598,2022-11-16 20:20:14.593798
82552,r,1,5400443809825459598,2022-11-16 20:20:14.580275
82552,b,1,5400443809825459598,2022-11-16 20:20:14.580275
82553,r,3,5400443809825459598,2022-11-16 20:21:44.705885
82553,b,3,5400443809825459598,2022-11-16 20:21:44.705885
82553,r,1,5400443809825459598,2022-11-16 20:21:44.67079
82553,b,1,5400443809825459598,2022-11-16 20:21:44.67079
82554,r,3,5400443809825459598,2022-11-16 20:23:14.717782
82554,b,3,5400443809825459598,2022-11-16 20:23:14.717782
82554,r,1,5400443809825459598,2022-11-16 20:23:14.778017
82554,b,1,5400443809825459598,2022-11-16 20:23:14.778017
82555,r,3,5400443809825459598,2022-11-16 20:24:44.662741
82555,b,3,5400443809825459598,2022-11-16 20:24:44.662741
82555,r,1,5400443809825459598,2022-11-16 20:24:44.685591
82555,b,1,5400443809825459598,2022-11-16 20:24:44.685591
82556,r,3,5400443809825459598,2022-11-16 20:26:14.658292
82556,b,3,5400443809825459598,2022-11-16 20:26:14.658292
82556,r,1,5400443809825459598,2022-11-16 20:26:14.60852
82556,b,1,5400443809825459598,2022-11-16 20:26:14.60852
82557,r,3,5400443809825459598,2022-11-16 20:27:42.821589
82557,b,3,5400443809825459598,2022-11-16 20:27:42.821589
82557,r,1,5400443809825459598,2022-11-16 20:27:42.771773
82557,b,1,5400443809825459598,2022-11-16 20:27:42.771773
82558,r,3,5400443809825459598,2022-11-16 20:41:37.921186
82558,b,3,5400443809825459598,2022-11-16 20:41:37.921186
82558,r,1,5400443809825459598,2022-11-16 20:41:37.943131
82558,b,1,5400443809825459598,2022-11-16 20:41:37.943131
82559,r,3,5400443809825459598,2022-11-16 20:43:07.778094
82559,b,3,5400443809825459598,2022-11-16 20:43:07.778094
82559,r,1,5400443809825459598,2022-11-16 20:43:07.745321
82559,b,1,5400443809825459598,2022-11-16 20:43:07.745321
82560,r,3,5400443809825459598,2022-11-16 20:44:37.64962
82560,b,3,5400443809825459598,2022-11-16 20:44:37.64962
82560,r,1,5400443809825459598,2022-11-16 20:44:37.668027
82560,b,1,5400443809825459598,2022-11-16 20:44:37.668027
82561,r,3,5400443809825459598,2022-11-16 20:46:07.604841
82561,b,3,5400443809825459598,2022-11-16 20:46:07.604841
82561,r,1,5400443809825459598,2022-11-16 20:46:07.624081
82561,b,1,5400443809825459598,2022-11-16 20:46:07.624081
82562,r,3,5400443809825459598,2022-11-16 20:47:37.717052
82562,b,3,5400443809825459598,2022-11-16 20:47:37.717052
82562,r,1,5400443809825459598,2022-11-16 20:47:37.628214
82562,b,1,5400443809825459598,2022-11-16 20:47:37.628214
82563,r,3,5400443809825459598,2022-11-16 20:49:07.730334
82563,b,3,5400443809825459598,2022-11-16 20:49:07.730334
82563,r,1,5400443809825459598,2022-11-16 20:49:07.693997
82563,b,1,5400443809825459598,2022-11-16 20:49:07.693997
82564,r,3,5400443809825459598,2022-11-16 20:50:37.778351
82564,b,3,5400443809825459598,2022-11-16 20:50:37.778351
82564,r,1,5400443809825459598,2022-11-16 20:50:37.791622
82564,b,1,5400443809825459598,2022-11-16 20:50:37.791622
82565,r,3,5400443809825459598,2022-11-16 20:52:07.735955
82565,b,3,5400443809825459598,2022-11-16 20:52:07.735955
82565,r,1,5400443809825459598,2022-11-16 20:52:07.73226
82565,b,1,5400443809825459598,2022-11-16 20:52:07.73226
82566,r,3,5400443809825459598,2022-11-16 20:53:37.728989
82566,b,3,5400443809825459598,2022-11-16 20:53:37.728989
82566,r,1,5400443809825459598,2022-11-16 20:53:37.682417
82566,b,1,5400443809825459598,2022-11-16 20:53:37.682417
82567,r,3,5400443809825459598,2022-11-16 20:55:07.609267
82567,b,3,5400443809825459598,2022-11-16 20:55:07.609267
82567,r,1,5400443809825459598,2022-11-16 20:55:07.560934
82567,b,1,5400443809825459598,2022-11-16 20:55:07.560934
82568,r,3,5400443809825459598,2022-11-16 20:56:38.121566
82568,b,3,5400443809825459598,2022-11-16 20:56:38.121566
82568,r,1,5400443809825459598,2022-11-16 20:56:38.169766
82568,b,1,5400443809825459598,2022-11-16 20:56:38.169766
82569,r,3,5400443809825459598,2022-11-16 20:58:07.849372
82569,b,3,5400443809825459598,2022-11-16 20:58:07.849372
82569,r,1,5400443809825459598,2022-11-16 20:58:07.799467
82569,b,1,5400443809825459598,2022-11-16 20:58:07.799467
82570,r,3,5400443809825459598,2022-11-16 20:59:35.611955
82570,b,3,5400443809825459598,2022-11-16 20:59:35.611955
82570,r,1,5400443809825459598,2022-11-16 20:59:35.538184
82570,b,1,5400443809825459598,2022-11-16 20:59:35.538184
82574,r,3,5400443809825459598,2022-11-16 21:16:42.418109
82574,b,3,5400443809825459598,2022-11-16 21:16:42.418109
82574,r,1,5400443809825459598,2022-11-16 21:16:42.441858
82574,b,1,5400443809825459598,2022-11-16 21:16:42.441858
82575,r,3,5400443809825459598,2022-11-16 21:28:22.610017
82575,b,3,5400443809825459598,2022-11-16 21:28:22.610017
82575,r,1,5400443809825459598,2022-11-16 21:28:22.562585
82575,b,1,5400443809825459598,2022-11-16 21:28:22.562585
82576,r,3,5400443809825459598,2022-11-16 21:29:52.632548
82576,b,3,5400443809825459598,2022-11-16 21:29:52.632548
82576,r,1,5400443809825459598,2022-11-16 21:29:52.619714
82576,b,1,5400443809825459598,2022-11-16 21:29:52.619714
82577,r,3,5400443809825459598,2022-11-16 21:31:22.758935
82577,b,3,5400443809825459598,2022-11-16 21:31:22.758935
82577,r,1,5400443809825459598,2022-11-16 21:31:22.708818
82577,b,1,5400443809825459598,2022-11-16 21:31:22.708818
82578,r,3,5400443809825459598,2022-11-16 21:32:52.632339
82578,b,3,5400443809825459598,2022-11-16 21:32:52.632339
82578,r,1,5400443809825459598,2022-11-16 21:32:52.622928
82578,b,1,5400443809825459598,2022-11-16 21:32:52.622928
82579,r,3,5400443809825459598,2022-11-16 21:34:22.741959
82579,b,3,5400443809825459598,2022-11-16 21:34:22.741959
82579,r,1,5400443809825459598,2022-11-16 21:34:22.678258
82579,b,1,5400443809825459598,2022-11-16 21:34:22.678258
82580,r,3,5400443809825459598,2022-11-16 21:35:52.53992
82580,b,3,5400443809825459598,2022-11-16 21:35:52.53992
82580,r,1,5400443809825459598,2022-11-16 21:35:52.589464
82580,b,1,5400443809825459598,2022-11-16 21:35:52.589464
82581,r,3,5400443809825459598,2022-11-16 21:37:22.589042
82581,b,3,5400443809825459598,2022-11-16 21:37:22.589042
82581,r,1,5400443809825459598,2022-11-16 21:37:22.542506
82581,b,1,5400443809825459598,2022-11-16 21:37:22.542506
82582,r,3,5400443809825459598,2022-11-16 21:38:52.585957
82582,b,3,5400443809825459598,2022-11-16 21:38:52.585957
82582,r,1,5400443809825459598,2022-11-16 21:38:52.600233
82582,b,1,5400443809825459598,2022-11-16 21:38:52.600233
82583,r,3,5400443809825459598,2022-11-16 21:40:22.541164
82583,b,3,5400443809825459598,2022-11-16 21:40:22.541164
82583,r,1,5400443809825459598,2022-11-16 21:40:22.579349
82583,b,1,5400443809825459598,2022-11-16 21:40:22.579349
82584,r,3,5400443809825459598,2022-11-16 21:41:52.698582
82584,b,3,5400443809825459598,2022-11-16 21:41:52.698582
82584,r,1,5400443809825459598,2022-11-16 21:41:52.681149
82584,b,1,5400443809825459598,2022-11-16 21:41:52.681149
82585,r,3,5400443809825459598,2022-11-16 21:43:22.55758
82585,b,3,5400443809825459598,2022-11-16 21:43:22.55758
82585,r,1,5400443809825459598,2022-11-16 21:43:22.623226
82585,b,1,5400443809825459598,2022-11-16 21:43:22.623226
82586,r,3,5400443809825459598,2022-11-16 21:44:52.547213
82586,b,3,5400443809825459598,2022-11-16 21:44:52.547213
82586,r,1,5400443809825459598,2022-11-16 21:44:52.562981
82586,b,1,5400443809825459598,2022-11-16 21:44:52.562981
82587,r,3,5400443809825459598,2022-11-16 21:46:22.551027
82587,b,3,5400443809825459598,2022-11-16 21:46:22.551027
82587,r,1,5400443809825459598,2022-11-16 21:46:22.605924
82587,b,1,5400443809825459598,2022-11-16 21:46:22.605924
82588,r,3,5400443809825459598,2022-11-16 21:47:52.597853
82588,b,3,5400443809825459598,2022-11-16 21:47:52.597853
82588,r,1,5400443809825459598,2022-11-16 21:47:52.549769
82588,b,1,5400443809825459598,2022-11-16 21:47:52.549769
82589,r,3,5400443809825459598,2022-11-16 21:49:22.635204
82589,b,3,5400443809825459598,2022-11-16 21:49:22.635204
82589,r,1,5400443809825459598,2022-11-16 21:49:22.697826
82589,b,1,5400443809825459598,2022-11-16 21:49:22.697826
82590,r,3,5400443809825459598,2022-11-16 21:50:52.662169
82590,b,3,5400443809825459598,2022-11-16 21:50:52.662169
82590,r,1,5400443809825459598,2022-11-16 21:50:52.647468
82590,b,1,5400443809825459598,2022-11-16 21:50:52.647468
82591,r,3,5400443809825459598,2022-11-16 21:52:22.525841
82591,b,3,5400443809825459598,2022-11-16 21:52:22.525841
82591,r,1,5400443809825459598,2022-11-16 21:52:22.52979
82591,b,1,5400443809825459598,2022-11-16 21:52:22.52979
82592,r,3,5400443809825459598,2022-11-16 21:53:52.638373
82592,b,3,5400443809825459598,2022-11-16 21:53:52.638373
82592,r,1,5400443809825459598,2022-11-16 21:53:52.65833
82592,b,1,5400443809825459598,2022-11-16 21:53:52.65833
82593,r,3,5400443809825459598,2022-11-16 21:55:22.676552
82593,b,3,5400443809825459598,2022-11-16 21:55:22.676552
82593,r,1,5400443809825459598,2022-11-16 21:55:22.615452
82593,b,1,5400443809825459598,2022-11-16 21:55:22.615452
82594,r,3,5400443809825459598,2022-11-16 21:56:50.635583
82594,b,3,5400443809825459598,2022-11-16 21:56:50.635583
82594,r,1,5400443809825459598,2022-11-16 21:56:50.652638
82594,b,1,5400443809825459598,2022-11-16 21:56:50.652638
82595,r,3,5400443809825459598,2022-11-16 22:00:52.122512
82595,b,3,5400443809825459598,2022-11-16 22:00:52.122512
82595,r,1,5400443809825459598,2022-11-16 22:00:58.248627
82595,b,1,5400443809825459598,2022-11-16 22:00:58.248627
82596,r,3,5400443809825459598,2022-11-16 22:07:43.769393
82596,b,3,5400443809825459598,2022-11-16 22:07:43.769393
82596,r,1,5400443809825459598,2022-11-16 22:07:49.909878
82596,b,1,5400443809825459598,2022-11-16 22:07:49.909878
82597,r,3,5400443809825459598,2022-11-16 22:20:49.31215
82597,b,3,5400443809825459598,2022-11-16 22:20:49.31215
82597,r,1,5400443809825459598,2022-11-16 22:20:49.324202
82597,b,1,5400443809825459598,2022-11-16 22:20:49.324202
82599,r,3,5400443809825459598,2022-11-16 22:30:42.605271
82599,b,3,5400443809825459598,2022-11-16 22:30:42.605271
82599,r,1,5400443809825459598,2022-11-16 22:30:42.62377
82599,b,1,5400443809825459598,2022-11-16 22:30:42.62377
82601,r,3,4148788184444725172,2022-11-16 22:36:04.957584
82601,b,3,4148788184444725172,2022-11-16 22:36:04.957584
82601,r,1,4148788184444725172,2022-11-16 22:36:05.004598
82601,b,1,4148788184444725172,2022-11-16 22:36:05.004598
82603,r,3,6102920763342405777,2022-11-16 22:40:16.134403
82603,b,3,6102920763342405777,2022-11-16 22:40:16.134403
82603,r,1,6102920763342405777,2022-11-16 22:40:16.140785
82603,b,1,6102920763342405777,2022-11-16 22:40:16.140785
82605,r,3,5783540369471794266,2022-11-16 22:44:23.579947
82605,b,3,5783540369471794266,2022-11-16 22:44:23.579947
82605,r,1,5783540369471794266,2022-11-16 22:44:23.629171
82605,b,1,5783540369471794266,2022-11-16 22:44:23.629171
82607,r,3,6290097360776746046,2022-11-16 22:48:50.224395
82607,b,3,6290097360776746046,2022-11-16 22:48:50.224395
82607,r,1,6290097360776746046,2022-11-16 22:48:50.239251
82607,b,1,6290097360776746046,2022-11-16 22:48:50.239251
82609,r,3,7366414891525393216,2022-11-16 22:53:14.180699
82609,b,3,7366414891525393216,2022-11-16 22:53:14.180699
82609,r,1,7366414891525393216,2022-11-16 22:53:14.11696
82609,b,1,7366414891525393216,2022-11-16 22:53:14.11696
82611,r,3,9207389295196492785,2022-11-16 22:57:46.163893
82611,b,3,9207389295196492785,2022-11-16 22:57:46.163893
82611,r,1,9207389295196492785,2022-11-16 22:57:46.213914
82611,b,1,9207389295196492785,2022-11-16 22:57:46.213914
82613,r,3,3536768105298450888,2022-11-16 23:02:11.202919
82613,b,3,3536768105298450888,2022-11-16 23:02:11.202919
82613,r,1,3536768105298450888,2022-11-16 23:02:11.247909
82613,b,1,3536768105298450888,2022-11-16 23:02:11.247909
82615,r,3,758268484523235922,2022-11-16 23:06:48.121429
82615,b,3,758268484523235922,2022-11-16 23:06:48.121429
82615,r,1,758268484523235922,2022-11-16 23:06:48.184141
82615,b,1,758268484523235922,2022-11-16 23:06:48.184141
82617,r,3,6457802613780816806,2022-11-16 23:11:10.041172
82617,b,3,6457802613780816806,2022-11-16 23:11:10.041172
82617,r,1,6457802613780816806,2022-11-16 23:11:09.991596
82617,b,1,6457802613780816806,2022-11-16 23:11:09.991596
82619,r,3,5400443809825459598,2022-11-16 23:15:38.23
