visit,taiObs,dataType,scale,rate
39204,2022-05-24T19:48:57.598,FLAT,12.9,6.422
39661,2022-05-25T04:41:45.378,FLAT,6.8,6.759
39276,2022-05-24T20:58:33.571,FLAT,12.5,6.254
38170,2022-05-20T01:40:50.491,FLAT,13.3,5.452
39500,2022-05-25T01:57:15.612,FLAT,13.1,6.558
39133,2022-05-24T18:40:22.673,FLAT,5.8,5.811
38793,2022-05-20T13:34:26.378,FLAT,13.1,5.025
38721,2022-05-20T12:20:44.392,FLAT,12.8,5.151
38217,2022-05-20T02:28:04.121,FLAT,13.9,5.348
38648,2022-05-20T10:47:43.564,COMPARISON,4.1,4.052
39432,2022-05-25T00:51:30.825,FLAT,14.2,7.102
38576,2022-05-20T08:48:15.514,COMPARISON,20.3,3.121
38505,2022-05-20T07:17:23.865,FLAT,11.3,4.278
39031,2022-05-24T16:45:28.744,DARK,1604.5,5.348
38361,2022-05-20T04:52:44.630,FLAT,11.5,4.751
38433,2022-05-20T06:05:05.087,FLAT,11.3,4.583
38289,2022-05-20T03:40:26.265,FLAT,11.7,4.7
38966,2022-05-24T13:54:49.533,COMPARISON,5.5,2.72
39591,2022-05-25T03:33:55.843,FLAT,12.4,6.19
39361,2022-05-24T23:42:53.641,FLAT,7.2,7.191
39205,2022-05-24T19:49:57.684,FLAT,6.2,6.133
39662,2022-05-25T04:42:42.048,FLAT,6.2,6.152
39277,2022-05-24T20:59:33.431,FLAT,6.6,6.52
38171,2022-05-20T01:41:50.690,FLAT,13.5,5.156
39032,2022-05-24T16:51:24.999,DARK,1583.5,5.278
39501,2022-05-25T01:58:15.583,FLAT,7.0,6.953
39134,2022-05-24T18:41:19.533,FLAT,5.7,5.696
38794,2022-05-20T13:35:26.861,FLAT,13.0,5.135
38722,2022-05-20T12:21:44.379,FLAT,12.6,5.067
38218,2022-05-20T02:29:07.210,FLAT,12.9,5.188
38649,2022-05-20T10:48:43.157,COMPARISON,3.6,3.53
38577,2022-05-20T08:49:19.405,COMPARISON,19.5,3.004
39433,2022-05-25T00:52:30.885,FLAT,7.9,7.857
38506,2022-05-20T07:18:26.671,FLAT,10.9,4.364
38362,2022-05-20T04:53:47.205,FLAT,11.8,4.749
38434,2022-05-20T06:06:07.783,FLAT,11.1,4.439
38290,2022-05-20T03:41:28.844,FLAT,11.8,4.777
38967,2022-05-24T13:55:50.393,COMPARISON,5.5,2.727
39592,2022-05-25T03:34:53.621,FLAT,13.2,6.561
39362,2022-05-24T23:43:50.602,FLAT,7.4,7.376
39206,2022-05-24T19:50:54.471,FLAT,6.7,6.674
39663,2022-05-25T04:43:39.424,FLAT,12.0,5.965
39278,2022-05-24T21:00:30.103,FLAT,6.6,6.575
38172,2022-05-20T01:42:50.880,FLAT,13.8,5.657
39502,2022-05-25T01:59:12.263,FLAT,7.0,7.002
39135,2022-05-24T18:42:16.794,FLAT,11.3,5.63
38795,2022-05-20T13:36:29.942,FLAT,13.1,5.236
38723,2022-05-20T12:22:46.968,FLAT,12.8,5.019
38219,2022-05-20T02:30:07.396,FLAT,13.5,5.519
38650,2022-05-20T10:49:56.947,COMPARISON,6.1,3.067
38507,2022-05-20T07:19:26.872,FLAT,11.0,4.49
38578,2022-05-20T08:50:23.696,COMPARISON,20.0,3.108
38435,2022-05-20T06:07:07.783,FLAT,11.3,4.564
38363,2022-05-20T04:54:47.486,FLAT,11.3,4.552
39434,2022-05-25T00:53:27.954,FLAT,7.3,7.289
38291,2022-05-20T03:42:28.829,FLAT,11.7,4.716
38968,2022-05-24T13:56:51.159,COMPARISON,5.5,2.75
39593,2022-05-25T03:35:52.095,FLAT,18.8,6.26
39363,2022-05-24T23:44:48.156,FLAT,14.7,7.313
39207,2022-05-24T19:51:51.957,FLAT,12.4,6.194
39664,2022-05-25T04:44:37.191,FLAT,11.6,5.798
39279,2022-05-24T21:01:27.476,FLAT,12.7,6.332
38173,2022-05-20T01:43:50.970,FLAT,13.7,5.523
39503,2022-05-25T02:00:09.742,FLAT,13.3,6.647
39136,2022-05-24T18:43:14.556,FLAT,11.2,5.581
38796,2022-05-20T13:37:29.922,FLAT,12.6,5.069
38724,2022-05-20T12:23:47.358,FLAT,12.5,5.024
38220,2022-05-20T02:31:07.580,FLAT,13.5,5.502
38508,2022-05-20T07:20:27.072,FLAT,11.0,4.427
38651,2022-05-20T10:50:57.347,COMPARISON,6.2,3.08
38436,2022-05-20T06:08:07.776,FLAT,11.1,4.324
38364,2022-05-20T04:55:47.675,FLAT,11.4,4.64
38579,2022-05-20T08:51:27.595,COMPARISON,20.8,3.218
39435,2022-05-25T00:54:25.220,FLAT,13.9,6.927
38292,2022-05-20T03:43:28.817,FLAT,11.8,4.692
38969,2022-05-24T13:57:52.013,COMPARISON,5.5,2.723
39594,2022-05-25T03:36:50.872,FLAT,18.7,6.234
39364,2022-05-24T23:45:46.023,FLAT,14.4,7.163
39208,2022-05-24T19:52:49.833,FLAT,12.3,6.125
39665,2022-05-25T04:45:37.345,FLAT,6.0,5.961
39280,2022-05-24T21:02:25.345,FLAT,12.7,6.331
38174,2022-05-20T01:44:51.067,FLAT,13.3,5.307
39504,2022-05-25T02:01:07.624,FLAT,13.3,6.656
39137,2022-05-24T18:44:14.408,FLAT,6.1,6.064
38725,2022-05-20T12:24:50.148,FLAT,12.8,5.17
38797,2022-05-20T13:38:32.509,FLAT,12.9,5.217
38221,2022-05-20T02:32:07.661,FLAT,13.0,5.275
38509,2022-05-20T07:21:27.181,FLAT,10.9,4.42
38437,2022-05-20T06:09:07.872,FLAT,10.9,4.404
38365,2022-05-20T04:56:47.754,FLAT,11.5,4.666
38652,2022-05-20T10:51:57.840,COMPARISON,6.4,3.168
38580,2022-05-20T08:52:31.602,COMPARISON,21.3,3.233
39436,2022-05-25T00:55:23.196,FLAT,14.5,7.207
38293,2022-05-20T03:44:28.804,FLAT,11.5,4.629
38970,2022-05-24T13:58:52.773,COMPARISON,5.5,2.732
39595,2022-05-25T03:37:50.253,FLAT,24.9,6.228
39365,2022-05-24T23:46:45.983,FLAT,8.5,8.459
39209,2022-05-24T19:53:49.706,FLAT,6.3,6.293
39666,2022-05-25T04:46:34.011,FLAT,5.9,5.835
39281,2022-05-24T21:03:25.214,FLAT,6.6,6.575
38175,2022-05-20T01:45:51.260,FLAT,13.9,5.376
39505,2022-05-25T02:02:07.499,FLAT,7.6,7.521
38726,2022-05-20T12:25:50.141,FLAT,12.6,5.102
39138,2022-05-24T18:45:11.272,FLAT,5.8,5.728
38222,2022-05-20T02:33:07.838,FLAT,14.4,5.813
38798,2022-05-20T13:39:32.501,FLAT,12.6,5.131
38510,2022-05-20T07:22:27.291,FLAT,10.9,4.421
38438,2022-05-20T06:10:07.859,FLAT,11.2,4.533
38366,2022-05-20T04:57:47.838,FLAT,11.4,4.608
38653,2022-05-20T10:52:58.235,COMPARISON,6.4,3.186
38581,2022-05-20T08:53:35.597,COMPARISON,20.5,3.289
39437,2022-05-25T00:56:23.163,FLAT,7.6,7.567
38294,2022-05-20T03:45:28.781,FLAT,11.5,4.628
39596,2022-05-25T03:38:50.032,FLAT,25.2,6.281
38971,2022-05-24T13:59:53.521,COMPARISON,5.5,2.749
39366,2022-05-24T23:47:43.058,FLAT,7.4,7.369
39210,2022-05-24T19:54:46.382,FLAT,6.4,6.411
39667,2022-05-25T04:47:31.377,FLAT,11.8,5.866
39282,2022-05-24T21:04:22.182,FLAT,7.1,7.018
38176,2022-05-20T01:46:51.453,FLAT,14.0,5.483
39506,2022-05-25T02:03:04.282,FLAT,7.0,6.919
38727,2022-05-20T12:26:52.824,FLAT,12.9,5.615
39139,2022-05-24T18:46:08.634,FLAT,11.3,5.633
38223,2022-05-20T02:34:08.012,FLAT,14.8,5.935
38511,2022-05-20T07:23:27.491,FLAT,11.1,4.447
38799,2022-05-20T13:40:35.290,FLAT,13.6,5.38
38439,2022-05-20T06:11:07.853,FLAT,11.2,4.47
38367,2022-05-20T04:58:47.825,FLAT,11.7,4.678
38654,2022-05-20T10:54:34.928,COMPARISON,3.7,3.638
38582,2022-05-20T08:54:39.695,COMPARISON,20.5,3.181
39438,2022-05-25T00:57:20.034,FLAT,8.0,7.948
39597,2022-05-25T03:39:53.494,FLAT,6.5,6.435
38295,2022-05-20T03:46:28.763,FLAT,11.4,4.586
38972,2022-05-24T14:00:54.278,COMPARISON,5.7,2.824
39367,2022-05-24T23:48:40.225,FLAT,14.0,6.978
39211,2022-05-24T19:55:43.755,FLAT,13.0,6.489
39668,2022-05-25T04:48:29.143,FLAT,11.9,5.926
38177,2022-05-20T01:47:51.748,FLAT,13.7,5.518
39507,2022-05-25T02:04:01.563,FLAT,13.6,6.808
39283,2022-05-24T21:05:19.547,FLAT,13.4,6.676
38728,2022-05-20T12:27:52.812,FLAT,13.4,5.613
38224,2022-05-20T02:35:08.296,FLAT,14.2,5.743
39140,2022-05-24T18:47:06.596,FLAT,11.4,5.671
38512,2022-05-20T07:24:27.586,FLAT,10.9,4.391
38800,2022-05-20T13:41:35.680,FLAT,13.5,5.431
38440,2022-05-20T06:12:07.840,FLAT,11.4,4.617
38368,2022-05-20T04:59:48.010,FLAT,11.6,4.637
38655,2022-05-20T10:55:32.130,COMPARISON,6.8,3.418
38583,2022-05-20T08:55:43.697,COMPARISON,20.1,3.104
39439,2022-05-25T00:58:17.506,FLAT,15.1,7.532
39598,2022-05-25T03:40:50.172,FLAT,6.1,6.025
38296,2022-05-20T03:47:28.836,FLAT,11.2,4.518
38973,2022-05-24T14:01:55.033,COMPARISON,5.5,2.744
39368,2022-05-24T23:49:38.002,FLAT,14.7,7.339
39212,2022-05-24T19:56:41.638,FLAT,12.6,6.294
39669,2022-05-25T04:49:29.400,FLAT,6.1,6.084
39508,2022-05-25T02:04:59.442,FLAT,13.9,6.918
38178,2022-05-20T01:48:51.853,FLAT,13.8,5.551
39284,2022-05-24T21:06:17.308,FLAT,13.7,6.825
38729,2022-05-20T12:28:55.597,FLAT,12.7,5.159
38225,2022-05-20T02:36:08.577,FLAT,13.7,5.349
39141,2022-05-24T18:48:06.452,FLAT,6.0,5.93
38513,2022-05-20T07:25:27.683,FLAT,11.0,4.446
38441,2022-05-20T06:13:07.827,FLAT,11.2,4.502
38369,2022-05-20T05:00:48.206,FLAT,11.7,4.737
38822,2022-05-24T10:10:14.106,COMPARISON,14.9,7.429
38584,2022-05-20T08:56:47.698,COMPARISON,21.8,3.342
38656,2022-05-20T10:56:33.434,COMPARISON,26.5,3.314
39440,2022-05-25T00:59:15.374,FLAT,14.6,7.299
39599,2022-05-25T03:41:47.450,FLAT,11.8,5.906
38297,2022-05-20T03:48:28.805,FLAT,11.6,4.649
38974,2022-05-24T14:02:55.785,COMPARISON,5.6,2.794
39369,2022-05-24T23:50:37.969,FLAT,8.0,7.956
39213,2022-05-24T19:57:41.507,FLAT,6.4,6.398
39670,2022-05-25T04:50:26.060,FLAT,6.6,6.59
38179,2022-05-20T01:49:52.050,FLAT,14.0,5.637
39509,2022-05-25T02:05:59.525,FLAT,7.0,6.984
39285,2022-05-24T21:07:17.565,FLAT,7.0,6.993
38730,2022-05-20T12:29:55.878,FLAT,13.1,5.31
38226,2022-05-20T02:37:08.665,FLAT,13.4,5.413
38514,2022-05-20T07:26:27.681,FLAT,10.9,4.436
38442,2022-05-20T06:14:07.812,FLAT,11.0,4.459
39142,2022-05-24T18:49:03.209,FLAT,6.0,5.923
38370,2022-05-20T05:01:48.398,FLAT,11.8,4.781
38823,2022-05-24T10:11:18.572,COMPARISON,5.0,2.469
38585,2022-05-20T08:57:51.694,COMPARISON,21.1,3.264
38657,2022-05-20T10:57:36.331,COMPARISON,3.6,3.597
39600,2022-05-25T03:42:45.328,FLAT,11.4,5.679
39441,2022-05-25T01:00:15.433,FLAT,7.8,7.743
38298,2022-05-20T03:49:28.776,FLAT,11.5,4.697
38975,2022-05-24T14:03:56.541,COMPARISON,5.6,2.793
39370,2022-05-24T23:51:34.845,FLAT,7.3,7.247
39214,2022-05-24T19:58:38.285,FLAT,6.3,6.262
39671,2022-05-25T04:51:23.425,FLAT,11.6,5.776
39510,2022-05-25T02:06:56.408,FLAT,6.9,6.823
38180,2022-05-20T01:50:52.245,FLAT,13.7,5.497
39286,2022-05-24T21:08:14.423,FLAT,6.6,6.537
38731,2022-05-20T12:30:58.661,FLAT,12.8,5.172
38227,2022-05-20T02:38:08.654,FLAT,13.6,5.501
38515,2022-05-20T07:27:27.780,FLAT,10.9,4.401
38443,2022-05-20T06:15:07.796,FLAT,10.8,4.418
38371,2022-05-20T05:02:48.586,FLAT,11.6,4.667
39143,2022-05-24T18:50:00.469,FLAT,11.5,5.736
38824,2022-05-24T10:12:19.437,COMPARISON,5.0,2.488
39601,2022-05-25T03:43:45.302,FLAT,6.3,6.273
38586,2022-05-20T08:59:05.984,COMPARISON,12.3,3.558
38658,2022-05-20T10:58:33.633,COMPARISON,7.5,3.722
39442,2022-05-25T01:01:12.199,FLAT,8.1,8.108
38976,2022-05-24T14:04:58.400,COMPARISON,5.6,2.786
38299,2022-05-20T03:50:28.744,FLAT,11.7,4.689
39371,2022-05-24T23:52:32.520,FLAT,13.8,6.896
39215,2022-05-24T19:59:35.560,FLAT,12.7,6.353
39511,2022-05-25T02:07:53.694,FLAT,13.3,6.656
39672,2022-05-25T04:52:21.284,FLAT,11.6,5.801
38181,2022-05-20T01:51:52.435,FLAT,14.0,5.654
38732,2022-05-20T12:31:58.653,FLAT,13.3,5.392
39287,2022-05-24T21:09:11.786,FLAT,12.6,6.287
38228,2022-05-20T02:39:08.635,FLAT,13.3,5.345
38516,2022-05-20T07:28:28.085,FLAT,11.2,4.527
38444,2022-05-20T06:16:07.685,FLAT,11.1,4.475
38372,2022-05-20T05:03:48.675,FLAT,11.8,4.806
39144,2022-05-24T18:50:58.334,FLAT,12.1,6.017
38825,2022-05-24T10:13:20.407,COMPARISON,4.9,2.449
39602,2022-05-25T03:44:42.187,FLAT,5.9,5.918
38587,2022-05-20T09:00:07.283,COMPARISON,12.4,3.51
38659,2022-05-20T10:59:34.636,COMPARISON,27.1,3.388
39443,2022-05-25T01:02:09.771,FLAT,14.5,7.239
38977,2022-05-24T14:05:59.256,COMPARISON,5.6,2.79
39372,2022-05-24T23:53:30.388,FLAT,13.7,6.809
38300,2022-05-20T03:51:28.715,FLAT,11.7,4.76
39033,2022-05-24T16:55:22.920,COMPARISON,5.1,5.05
39216,2022-05-24T20:00:33.335,FLAT,12.3,6.133
39512,2022-05-25T02:08:51.676,FLAT,13.2,6.577
38182,2022-05-20T01:52:55.421,FLAT,13.2,5.526
39673,2022-05-25T04:53:21.336,FLAT,5.8,5.796
38733,2022-05-20T12:33:01.248,FLAT,13.7,5.388
39288,2022-05-24T21:10:09.551,FLAT,12.9,6.425
38229,2022-05-20T02:40:08.623,FLAT,13.1,5.287
38517,2022-05-20T07:29:28.183,FLAT,11.2,4.535
38445,2022-05-20T06:17:07.764,FLAT,11.2,4.471
38373,2022-05-20T05:04:48.768,FLAT,11.6,4.672
39145,2022-05-24T18:51:58.297,FLAT,6.0,5.925
38826,2022-05-24T10:14:21.174,COMPARISON,4.9,2.455
39603,2022-05-25T03:45:39.366,FLAT,11.8,5.875
38588,2022-05-20T09:01:08.384,COMPARISON,12.9,3.616
38660,2022-05-20T11:00:37.537,COMPARISON,3.7,3.688
39444,2022-05-25T01:03:07.637,FLAT,14.3,7.129
39373,2022-05-24T23:54:30.456,FLAT,7.3,7.31
38978,2022-05-24T14:07:00.217,COMPARISON,5.5,2.742
38301,2022-05-20T03:52:28.674,FLAT,12.0,4.758
39034,2022-05-24T16:56:19.988,COMPARISON,9.5,4.726
39217,2022-05-24T20:01:33.200,FLAT,6.3,6.306
39513,2022-05-25T02:10:24.492,COMPARISON,5.6,5.622
38183,2022-05-20T01:53:55.413,FLAT,13.3,5.637
39674,2022-05-25T04:54:18.112,FLAT,6.3,6.301
38734,2022-05-20T12:34:01.340,FLAT,13.1,5.263
39289,2022-05-24T22:27:11.696,COMPARISON,4.8,4.775
38230,2022-05-20T02:41:11.412,FLAT,12.7,5.6
38518,2022-05-20T07:30:30.891,FLAT,11.0,4.436
38374,2022-05-20T05:05:51.446,FLAT,11.6,4.632
38446,2022-05-20T06:18:10.439,FLAT,11.3,4.564
39146,2022-05-24T18:52:55.264,FLAT,5.8,5.81
38827,2022-05-24T10:15:21.835,COMPARISON,5.0,2.478
39604,2022-05-25T03:46:37.245,FLAT,11.7,5.836
38589,2022-05-20T09:02:09.384,COMPARISON,12.6,3.572
38661,2022-05-20T11:01:34.840,COMPARISON,6.7,3.327
39445,2022-05-25T01:04:07.696,FLAT,7.4,7.408
39374,2022-05-24T23:55:27.433,FLAT,7.7,7.643
38979,2022-05-24T14:13:56.235,COMPARISON,2.9,2.894
38302,2022-05-20T03:53:31.332,FLAT,11.6,4.668
39035,2022-05-24T16:57:20.656,COMPARISON,37.9,4.735
39218,2022-05-24T20:02:30.069,FLAT,6.3,6.314
39514,2022-05-25T02:11:21.483,COMPARISON,10.4,5.191
38184,2022-05-20T01:54:55.417,FLAT,13.3,5.627
39675,2022-05-25T04:55:15.483,FLAT,11.4,5.667
38735,2022-05-20T12:35:03.927,FLAT,14.9,5.952
39290,2022-05-24T22:28:08.663,COMPARISON,9.5,4.718
38231,2022-05-20T02:42:11.407,FLAT,13.2,5.803
38519,2022-05-20T07:31:30.895,FLAT,11.2,4.402
38375,2022-05-20T05:06:51.429,FLAT,11.4,4.575
38447,2022-05-20T06:19:10.724,FLAT,11.3,4.566
39147,2022-05-24T18:53:52.540,FLAT,11.7,5.818
39605,2022-05-25T03:47:37.117,FLAT,5.9,5.833
38828,2022-05-24T10:16:22.600,COMPARISON,4.9,2.427
38590,2022-05-20T09:03:10.299,COMPARISON,12.5,3.581
39446,2022-05-25T01:05:04.471,FLAT,8.1,8.05
38662,2022-05-20T11:02:35.645,COMPARISON,27.4,3.419
39375,2022-05-24T23:56:24.803,FLAT,14.3,7.11
38980,2022-05-24T14:14:53.005,COMPARISON,3.0,2.949
38303,2022-05-20T03:54:31.498,FLAT,11.8,4.768
39036,2022-05-24T16:58:23.300,COMPARISON,5.3,5.305
39219,2022-05-24T20:03:27.439,FLAT,13.1,6.543
38185,2022-05-20T01:55:55.515,FLAT,12.6,5.388
39515,2022-05-25T02:12:22.165,COMPARISON,41.1,5.143
39676,2022-05-25T04:56:13.252,FLAT,11.3,5.633
38736,2022-05-20T12:36:04.115,FLAT,13.6,5.527
39291,2022-05-24T22:29:08.322,COMPARISON,5.2,5.129
38376,2022-05-20T05:07:51.406,FLAT,11.6,4.651
38520,2022-05-20T07:32:30.986,FLAT,10.9,4.409
38232,2022-05-20T02:43:11.391,FLAT,13.1,5.527
38448,2022-05-20T06:20:10.814,FLAT,11.4,4.599
39148,2022-05-24T18:54:50.302,FLAT,12.1,6.057
39606,2022-05-25T03:48:33.897,FLAT,6.0,5.941
38829,2022-05-24T10:17:23.463,COMPARISON,4.8,2.393
38591,2022-05-20T09:04:11.199,COMPARISON,12.1,3.454
39447,2022-05-25T01:06:01.852,FLAT,14.1,7.018
38663,2022-05-20T11:03:38.647,COMPARISON,3.6,3.587
39376,2022-05-24T23:57:22.669,FLAT,13.4,6.661
38981,2022-05-24T14:15:49.576,COMPARISON,2.8,2.829
38304,2022-05-20T03:55:31.666,FLAT,11.8,4.758
39037,2022-05-24T16:59:20.366,COMPARISON,9.5,4.726
39220,2022-05-24T20:04:25.703,FLAT,13.0,6.481
38186,2022-05-20T01:56:55.413,FLAT,13.6,5.684
39516,2022-05-25T02:13:24.922,COMPARISON,5.3,5.253
39677,2022-05-25T04:57:13.121,FLAT,5.7,5.695
38737,2022-05-20T12:37:07.003,FLAT,13.7,5.401
39292,2022-05-24T22:30:05.290,COMPARISON,9.5,4.753
38233,2022-05-20T02:44:11.370,FLAT,13.3,5.606
38521,2022-05-20T07:33:30.889,FLAT,11.1,4.464
38377,2022-05-20T05:08:51.396,FLAT,11.4,4.607
38449,2022-05-20T06:21:10.909,FLAT,11.5,4.612
39149,2022-05-24T18:55:50.247,FLAT,5.9,5.915
39607,2022-05-25T03:49:31.276,FLAT,11.6,5.796
38830,2022-05-24T10:18:24.229,COMPARISON,5.1,2.526
38592,2022-05-20T09:05:12.204,COMPARISON,12.5,3.517
39448,2022-05-25T01:06:59.727,FLAT,14.7,7.317
38664,2022-05-20T11:04:35.955,COMPARISON,7.1,3.555
39377,2022-05-24T23:58:22.836,FLAT,7.1,7.071
38305,2022-05-20T03:56:31.736,FLAT,12.0,4.832
38982,2022-05-24T14:16:46.045,COMPARISON,2.9,2.86
39038,2022-05-24T17:00:20.832,COMPARISON,37.5,4.688
39221,2022-05-24T20:05:25.772,FLAT,6.9,6.823
38187,2022-05-20T01:57:55.401,FLAT,12.9,5.221
39517,2022-05-25T02:14:21.909,COMPARISON,10.0,5.003
39678,2022-05-25T04:58:09.891,FLAT,6.3,6.285
38738,2022-05-20T12:38:07.102,FLAT,13.1,5.289
38522,2022-05-20T07:34:30.889,FLAT,11.2,4.523
38378,2022-05-20T05:09:51.375,FLAT,11.6,4.686
38234,2022-05-20T02:45:11.353,FLAT,13.2,5.587
39293,2022-05-24T22:31:04.847,COMPARISON,5.0,5.01
38450,2022-05-20T06:22:11.005,FLAT,11.4,4.625
39150,2022-05-24T18:56:47.006,FLAT,5.8,5.77
39608,2022-05-25T03:50:28.954,FLAT,11.9,5.942
38831,2022-05-24T10:19:26.393,COMPARISON,4.9,2.448
38593,2022-05-20T09:06:13.312,COMPARISON,12.0,3.468
39449,2022-05-25T01:07:59.780,FLAT,7.2,7.141
39378,2022-05-24T23:59:19.715,FLAT,7.3,7.313
38665,2022-05-20T11:05:36.858,COMPARISON,28.2,3.525
38306,2022-05-20T03:57:31.996,FLAT,12.0,4.837
38983,2022-05-24T14:17:42.623,COMPARISON,2.9,2.947
39039,2022-05-24T17:01:23.379,COMPARISON,5.0,4.998
39222,2022-05-24T20:06:22.646,FLAT,6.5,6.431
38188,2022-05-20T01:58:55.598,FLAT,12.8,5.615
39679,2022-05-25T04:59:07.151,FLAT,11.4,5.688
38739,2022-05-20T12:39:09.803,FLAT,13.9,5.595
39518,2022-05-25T02:15:22.493,COMPARISON,42.3,5.284
38523,2022-05-20T07:35:30.984,FLAT,11.1,4.498
38379,2022-05-20T05:10:51.361,FLAT,11.9,4.671
38235,2022-05-20T02:46:11.340,FLAT,13.4,5.651
39294,2022-05-24T22:32:01.812,COMPARISON,9.4,4.711
38451,2022-05-20T06:23:11.101,FLAT,11.3,4.451
39151,2022-05-24T18:57:44.371,FLAT,11.8,5.889
39609,2022-05-25T03:51:29.323,FLAT,5.9,5.913
38832,2022-05-24T10:20:27.155,COMPARISON,5.2,2.576
38594,2022-05-20T09:07:14.410,COMPARISON,12.3,3.51
39450,2022-05-25T01:08:56.652,FLAT,7.4,7.396
39379,2022-05-25T00:00:17.180,FLAT,13.8,6.909
38666,2022-05-20T11:06:55.090,COMPARISON,4.0,3.953
38307,2022-05-20T03:58:32.064,FLAT,11.9,4.846
38984,2022-05-24T14:18:39.109,COMPARISON,3.0,2.971
39040,2022-05-24T17:02:20.346,COMPARISON,9.4,4.704
39223,2022-05-24T20:07:20.131,FLAT,12.5,6.257
39680,2022-05-25T05:00:05.012,FLAT,11.2,5.57
38189,2022-05-20T01:59:55.582,FLAT,12.9,5.436
39519,2022-05-25T02:16:25.055,COMPARISON,5.5,5.488
38740,2022-05-20T12:40:09.696,FLAT,13.8,5.306
38524,2022-05-20T07:36:30.991,FLAT,11.0,4.454
38380,2022-05-20T05:11:51.447,FLAT,11.5,4.718
39295,2022-05-24T22:33:01.469,COMPARISON,5.1,5.037
38236,2022-05-20T02:47:11.327,FLAT,13.5,5.653
38452,2022-05-20T06:24:11.491,FLAT,11.2,4.514
39152,2022-05-24T18:58:42.233,FLAT,11.5,5.739
38833,2022-05-24T10:21:28.018,COMPARISON,5.0,2.516
39610,2022-05-25T03:52:26.003,FLAT,6.4,6.322
38595,2022-05-20T09:08:15.504,COMPARISON,12.3,3.476
39451,2022-05-25T01:09:54.118,FLAT,14.4,7.181
38667,2022-05-20T11:07:54.808,COMPARISON,3.9,3.864
39380,2022-05-25T00:01:14.954,FLAT,13.9,6.937
38308,2022-05-20T03:59:32.129,FLAT,11.9,4.846
38985,2022-05-24T14:19:38.172,COMPARISON,3.0,3.002
39041,2022-05-24T17:03:20.810,COMPARISON,38.7,4.836
39224,2022-05-24T20:08:18.007,FLAT,12.8,6.392
39681,2022-05-25T05:01:05.067,FLAT,5.7,5.645
38190,2022-05-20T02:00:55.576,FLAT,12.8,5.306
38741,2022-05-20T12:41:12.688,FLAT,13.8,5.586
39520,2022-05-25T02:17:22.034,COMPARISON,10.3,5.15
38525,2022-05-20T07:37:30.988,FLAT,11.1,4.482
38381,2022-05-20T05:12:51.440,FLAT,11.5,4.518
38237,2022-05-20T02:48:11.317,FLAT,13.6,5.459
39296,2022-05-24T22:33:58.435,COMPARISON,9.2,4.57
38453,2022-05-20T06:25:11.882,FLAT,11.3,4.557
38834,2022-05-24T10:22:28.783,COMPARISON,4.9,2.451
39153,2022-05-24T18:59:42.191,FLAT,6.0,5.941
39611,2022-05-25T03:53:23.381,FLAT,11.6,5.792
38596,2022-05-20T09:09:16.599,COMPARISON,12.3,3.493
39452,2022-05-25T01:10:51.888,FLAT,14.4,7.188
38668,2022-05-20T11:08:54.316,COMPARISON,4.0,3.938
39381,2022-05-25T00:02:15.117,FLAT,7.9,7.819
38309,2022-05-20T04:00:32.305,FLAT,12.3,4.889
38986,2022-05-24T14:20:34.635,COMPARISON,3.0,2.992
39042,2022-05-24T17:04:23.354,COMPARISON,5.3,5.295
39225,2022-05-24T20:09:17.873,FLAT,6.3,6.304
39682,2022-05-25T05:02:02.039,FLAT,6.1,6.041
38191,2022-05-20T02:01:55.660,FLAT,12.9,5.698
38742,2022-05-20T12:42:12.675,FLAT,13.7,5.54
39521,2022-05-25T02:18:22.507,COMPARISON,42.4,5.295
38526,2022-05-20T07:38:31.078,FLAT,10.9,4.395
38382,2022-05-20T05:13:51.424,FLAT,11.4,4.604
38238,2022-05-20T02:49:11.298,FLAT,13.0,5.249
38454,2022-05-20T06:26:12.081,FLAT,11.2,4.528
39297,2022-05-24T22:35:11.963,COMPARISON,5.0,4.975
38835,2022-05-24T10:23:29.548,COMPARISON,4.9,2.422
39154,2022-05-24T19:00:38.961,FLAT,6.0,5.974
39612,2022-05-25T03:54:21.155,FLAT,12.6,6.265
39453,2022-05-25T01:11:51.655,FLAT,7.9,7.857
38597,2022-05-20T09:10:17.502,COMPARISON,12.4,3.527
39382,2022-05-25T00:03:11.984,FLAT,7.1,7.011
38669,2022-05-20T11:09:53.825,COMPARISON,4.1,4.118
38310,2022-05-20T04:01:32.370,FLAT,12.1,4.827
38987,2022-05-24T14:21:31.099,COMPARISON,2.9,2.88
39043,2022-05-24T17:05:20.321,COMPARISON,9.9,4.923
39226,2022-05-24T20:10:14.549,FLAT,6.2,6.214
39683,2022-05-25T05:02:59.402,FLAT,11.2,5.577
38743,2022-05-20T12:43:15.267,FLAT,13.5,5.491
38192,2022-05-20T02:02:55.651,FLAT,13.0,5.663
39522,2022-05-25T02:19:25.069,COMPARISON,5.8,5.738
38527,2022-05-20T07:39:31.065,FLAT,11.2,4.566
38383,2022-05-20T05:14:51.404,FLAT,11.5,4.653
38239,2022-05-20T02:50:11.285,FLAT,13.3,5.388
38455,2022-05-20T06:27:12.172,FLAT,11.6,4.683
39298,2022-05-24T22:36:08.938,COMPARISON,9.6,4.793
38836,2022-05-24T10:24:30.309,COMPARISON,5.0,2.492
39155,2022-05-24T19:01:36.322,FLAT,11.2,5.602
