visit,taiObs,dataType,scale,rate
35311,2022-05-02T08:32:32.584,COMPARISON,2.4,0.238
35394,2022-05-02T12:42:15.889,COMPARISON,6.9,0.346
34290,2022-04-26T12:04:35.281,COMPARISON,26.4,8.791
34363,2022-04-26T16:17:46.493,COMPARISON,46.6,3.109
36167,2022-05-17T22:01:42.164,FLAT,6.5,3.22
36606,2022-05-18T16:40:11.776,COMPARISON,129.6,3.656
36678,2022-05-18T18:16:37.749,COMPARISON,40.9,5.632
36449,2022-05-18T12:35:43.927,FLAT,5.2,5.193
36704,2022-05-18T18:51:47.815,COMPARISON,127.3,3.592
35540,2022-05-06T15:31:24.251,COMPARISON,0.3,0.174
35820,2022-05-14T10:48:49.559,FLAT,1.7,0.858
36290,2022-05-18T01:22:43.273,COMPARISON,7.3,3.66
35931,2022-05-16T12:52:33.997,COMPARISON,6.2,2.073
36534,2022-05-18T14:06:24.852,COMPARISON,3.3,3.305
34207,2022-04-25T16:25:21.979,COMPARISON,27.1,0.603
36097,2022-05-17T19:27:22.673,COMPARISON,4.2,2.077
35312,2022-05-02T08:33:43.416,COMPARISON,2.3,0.234
34291,2022-04-26T12:05:37.173,COMPARISON,26.0,8.636
34364,2022-04-26T16:19:00.602,COMPARISON,46.9,3.129
36168,2022-05-17T22:02:40.043,FLAT,6.4,3.216
36607,2022-05-18T16:41:59.619,COMPARISON,124.6,3.501
36679,2022-05-18T18:17:57.325,COMPARISON,31.3,4.191
36450,2022-05-18T12:36:43.740,FLAT,4.8,4.81
36705,2022-05-18T18:53:20.815,COMPARISON,129.9,3.653
35541,2022-05-06T15:32:24.984,COMPARISON,2.8,0.348
36291,2022-05-18T01:23:44.270,COMPARISON,7.4,3.697
35932,2022-05-16T12:53:36.990,COMPARISON,6.4,2.119
36535,2022-05-18T14:07:52.736,COMPARISON,3.3,3.268
34208,2022-04-25T16:27:05.716,COMPARISON,27.5,0.612
36098,2022-05-17T19:28:23.752,COMPARISON,4.3,2.127
34292,2022-04-26T12:06:38.974,COMPARISON,25.8,8.588
35313,2022-05-02T08:34:52.650,COMPARISON,2.5,0.248
35396,2022-05-02T12:44:22.039,COMPARISON,0.0,0.014
34365,2022-04-26T16:20:14.799,COMPARISON,46.3,3.086
36169,2022-05-17T22:03:37.918,FLAT,7.3,3.634
36608,2022-05-18T16:43:32.680,COMPARISON,129.0,3.639
36680,2022-05-18T18:19:02.511,COMPARISON,31.4,4.196
36451,2022-05-18T12:37:43.845,FLAT,4.8,4.789
36706,2022-05-18T18:54:53.908,COMPARISON,129.5,3.652
36292,2022-05-18T01:24:45.567,COMPARISON,7.1,3.565
35933,2022-05-16T12:54:39.183,COMPARISON,6.5,2.159
36536,2022-05-18T14:08:50.022,COMPARISON,6.4,3.202
34209,2022-04-25T16:28:49.648,COMPARISON,29.0,0.644
36099,2022-05-17T19:29:58.021,COMPARISON,2.2,2.198
34293,2022-04-26T12:12:17.274,COMPARISON,17.6,17.481
35314,2022-05-02T08:36:01.781,COMPARISON,2.4,0.24
34366,2022-04-26T16:21:28.701,COMPARISON,47.0,3.133
35397,2022-05-02T12:45:29.061,COMPARISON,6.8,0.342
36170,2022-05-17T22:04:36.093,FLAT,6.6,3.313
36609,2022-05-18T16:45:05.746,COMPARISON,136.5,3.84
36681,2022-05-18T18:20:07.498,COMPARISON,31.8,4.427
36707,2022-05-18T18:56:26.895,COMPARISON,128.7,3.623
36452,2022-05-18T12:38:43.856,FLAT,5.1,5.091
35543,2022-05-06T15:34:25.744,COMPARISON,0.1,0.029
36754,2022-05-18T19:59:02.119,COMPARISON,112.1,3.162
36293,2022-05-18T01:25:46.662,COMPARISON,7.5,3.743
35934,2022-05-16T12:55:41.186,COMPARISON,6.5,2.16
34439,2022-04-26T19:04:05.448,DARK,1367.9,4.56
34294,2022-04-26T12:13:17.168,COMPARISON,17.4,17.343
34210,2022-04-25T16:30:33.597,COMPARISON,28.6,0.635
36537,2022-05-18T14:09:51.106,COMPARISON,24.4,3.047
36826,2022-05-18T22:32:01.463,FLAT,11.2,4.571
35315,2022-05-02T08:37:10.909,COMPARISON,2.5,0.25
36171,2022-05-17T22:05:34.369,FLAT,6.5,3.229
36898,2022-05-18T23:44:24.079,FLAT,10.9,4.407
36970,2022-05-19T00:56:43.429,FLAT,11.6,4.675
37042,2022-05-19T02:09:03.225,FLAT,11.0,4.345
36708,2022-05-18T18:57:59.967,COMPARISON,124.4,3.501
37114,2022-05-19T03:21:21.934,FLAT,11.5,4.664
36453,2022-05-18T12:39:43.860,FLAT,5.2,5.211
37186,2022-05-19T04:33:42.288,FLAT,13.0,4.99
37258,2022-05-19T05:46:04.278,FLAT,11.7,4.739
36755,2022-05-18T20:00:35.183,COMPARISON,113.2,3.188
37330,2022-05-19T06:58:23.614,FLAT,17.0,6.841
37402,2022-05-19T08:11:20.358,FLAT,22.2,10.2
37475,2022-05-19T11:35:32.030,FLAT,12.0,4.743
34211,2022-04-25T16:32:17.640,COMPARISON,29.1,0.647
36827,2022-05-18T22:33:01.456,FLAT,11.3,4.57
37547,2022-05-19T12:48:42.517,FLAT,13.0,5.126
37620,2022-05-19T16:27:32.174,FLAT,12.1,4.892
35316,2022-05-02T08:38:20.138,COMPARISON,2.5,0.249
36899,2022-05-18T23:45:24.176,FLAT,10.9,4.417
36971,2022-05-19T00:57:43.531,FLAT,11.2,4.443
37692,2022-05-19T17:39:54.394,FLAT,12.1,4.886
37043,2022-05-19T02:10:03.246,FLAT,11.5,4.486
37115,2022-05-19T03:22:22.027,FLAT,11.5,4.644
36709,2022-05-18T18:59:33.050,COMPARISON,123.0,3.469
37187,2022-05-19T04:34:42.492,FLAT,12.3,4.972
37259,2022-05-19T05:47:04.186,FLAT,12.2,4.895
37764,2022-05-19T18:52:16.481,FLAT,12.3,4.937
36756,2022-05-18T20:02:08.160,COMPARISON,109.7,3.123
37331,2022-05-19T06:59:23.604,FLAT,17.1,6.9
37403,2022-05-19T08:12:20.345,FLAT,21.6,9.971
37836,2022-05-19T20:04:36.144,FLAT,13.1,5.286
34212,2022-04-25T16:34:02.790,COMPARISON,30.1,0.669
37476,2022-05-19T11:36:32.027,FLAT,12.0,4.868
36828,2022-05-18T22:34:01.450,FLAT,11.1,4.512
37621,2022-05-19T16:28:32.364,FLAT,11.8,4.748
37548,2022-05-19T12:49:43.119,FLAT,13.1,5.313
35317,2022-05-02T08:39:29.570,COMPARISON,2.8,0.282
36900,2022-05-18T23:46:24.172,FLAT,10.9,4.384
36972,2022-05-19T00:58:43.522,FLAT,11.2,4.508
37693,2022-05-19T17:40:54.580,FLAT,12.3,4.971
37044,2022-05-19T02:11:03.253,FLAT,11.3,4.489
36710,2022-05-18T19:01:06.033,COMPARISON,123.3,3.474
37116,2022-05-19T03:23:22.021,FLAT,11.7,4.717
37188,2022-05-19T04:35:42.597,FLAT,12.3,4.985
37260,2022-05-19T05:48:04.297,FLAT,12.1,4.909
37765,2022-05-19T18:53:16.453,FLAT,12.7,4.956
36757,2022-05-18T20:03:41.530,COMPARISON,109.5,3.083
37404,2022-05-19T08:13:20.334,FLAT,21.9,10.053
37332,2022-05-19T07:00:23.596,FLAT,17.0,6.848
37837,2022-05-19T20:05:36.134,FLAT,13.2,5.342
34213,2022-04-25T16:35:47.724,COMPARISON,30.5,0.678
37477,2022-05-19T11:37:32.034,FLAT,11.9,4.809
36829,2022-05-18T22:35:04.247,FLAT,11.3,4.304
37549,2022-05-19T12:50:43.627,FLAT,12.7,5.162
37622,2022-05-19T16:29:32.647,FLAT,11.9,4.776
35318,2022-05-02T08:40:39.004,COMPARISON,2.7,0.267
36901,2022-05-18T23:47:26.765,FLAT,11.3,4.534
36973,2022-05-19T00:59:46.115,FLAT,10.9,4.392
37694,2022-05-19T17:41:54.569,FLAT,12.2,4.883
36711,2022-05-18T19:02:39.120,COMPARISON,125.6,3.54
37045,2022-05-19T02:12:05.863,FLAT,10.9,4.4
37117,2022-05-19T03:24:24.617,FLAT,11.5,4.643
37189,2022-05-19T04:36:45.403,FLAT,11.6,4.655
37261,2022-05-19T05:49:06.912,FLAT,12.1,4.912
37766,2022-05-19T18:54:16.620,FLAT,12.4,4.952
36758,2022-05-18T20:05:14.506,COMPARISON,112.3,3.166
37405,2022-05-19T08:14:23.125,FLAT,22.0,8.9
37333,2022-05-19T07:02:01.284,FLAT,18.3,7.181
37838,2022-05-19T20:06:36.122,FLAT,12.8,5.148
34214,2022-04-25T16:37:32.659,COMPARISON,32.9,0.732
36830,2022-05-18T22:36:04.546,FLAT,11.3,4.514
37478,2022-05-19T11:38:32.044,FLAT,11.9,4.806
37623,2022-05-19T16:30:33.031,FLAT,12.0,4.86
37550,2022-05-19T12:51:44.334,FLAT,12.5,5.069
35319,2022-05-02T08:41:48.039,COMPARISON,2.6,0.259
36902,2022-05-18T23:48:26.862,FLAT,10.8,4.363
36974,2022-05-19T01:00:46.211,FLAT,11.2,4.5
37695,2022-05-19T17:42:54.553,FLAT,12.2,4.943
36712,2022-05-18T19:04:12.090,COMPARISON,121.1,3.416
37046,2022-05-19T02:13:05.873,FLAT,11.0,4.416
37118,2022-05-19T03:25:24.815,FLAT,11.2,4.521
37190,2022-05-19T04:37:45.416,FLAT,12.0,4.791
37262,2022-05-19T05:50:07.121,FLAT,12.1,4.87
37767,2022-05-19T18:55:16.684,FLAT,12.9,5.029
36759,2022-05-18T20:06:47.586,COMPARISON,109.9,3.094
37406,2022-05-19T08:15:23.519,FLAT,21.5,8.727
37334,2022-05-19T07:03:01.382,FLAT,18.0,7.239
37839,2022-05-19T20:07:36.102,FLAT,13.1,5.243
34215,2022-04-25T16:39:17.503,COMPARISON,33.9,0.754
36831,2022-05-18T22:37:04.748,FLAT,11.4,4.576
37479,2022-05-19T11:39:32.139,FLAT,11.6,4.668
37624,2022-05-19T16:31:33.417,FLAT,11.9,4.809
37551,2022-05-19T12:52:44.742,FLAT,12.6,5.064
35320,2022-05-02T08:42:57.977,COMPARISON,2.7,0.273
36903,2022-05-18T23:49:26.865,FLAT,10.8,4.426
36975,2022-05-19T01:01:46.313,FLAT,10.9,4.414
36713,2022-05-18T19:05:45.048,COMPARISON,127.6,3.596
37696,2022-05-19T17:43:54.644,FLAT,12.6,4.909
37047,2022-05-19T02:14:05.883,FLAT,10.7,4.267
37119,2022-05-19T03:26:25.017,FLAT,11.3,4.606
37191,2022-05-19T04:38:45.420,FLAT,12.4,4.999
37263,2022-05-19T05:51:07.232,FLAT,12.4,4.967
37768,2022-05-19T18:56:16.748,FLAT,12.9,5.242
36760,2022-05-18T20:08:20.558,COMPARISON,119.9,3.367
37407,2022-05-19T08:16:23.813,FLAT,22.0,8.945
37335,2022-05-19T07:04:01.378,FLAT,18.3,7.378
37840,2022-05-19T20:08:36.091,FLAT,13.6,5.276
36832,2022-05-18T22:38:04.848,FLAT,11.0,4.455
34216,2022-04-25T16:41:02.655,COMPARISON,36.3,0.806
37625,2022-05-19T16:32:33.610,FLAT,12.1,4.829
37552,2022-05-19T12:53:45.442,FLAT,12.5,5.044
37480,2022-05-19T11:40:32.136,FLAT,12.0,4.85
36904,2022-05-18T23:50:26.762,FLAT,10.9,4.383
35321,2022-05-02T08:44:07.418,COMPARISON,2.7,0.268
36976,2022-05-19T01:02:46.515,FLAT,11.1,4.525
36714,2022-05-18T19:07:18.113,COMPARISON,126.0,3.548
37048,2022-05-19T02:15:05.996,FLAT,10.8,4.275
37697,2022-05-19T17:44:54.931,FLAT,12.4,4.983
37120,2022-05-19T03:27:25.120,FLAT,11.1,4.551
37908,2022-05-19T21:16:57.462,FLAT,12.0,4.808
37192,2022-05-19T04:39:45.523,FLAT,12.6,5.048
37264,2022-05-19T05:52:07.241,FLAT,11.6,4.731
37769,2022-05-19T18:57:16.715,FLAT,13.0,5.287
36761,2022-05-18T20:09:53.631,COMPARISON,120.3,3.413
37408,2022-05-19T08:17:23.898,FLAT,22.0,8.888
37336,2022-05-19T07:05:01.374,FLAT,18.1,7.334
37841,2022-05-19T20:09:36.176,FLAT,13.0,5.222
36833,2022-05-18T22:39:04.956,FLAT,11.0,4.449
34217,2022-04-25T16:42:47.502,COMPARISON,37.5,0.834
37626,2022-05-19T16:33:33.698,FLAT,12.2,4.913
37553,2022-05-19T12:54:45.953,FLAT,12.5,5.052
37481,2022-05-19T11:41:32.233,FLAT,11.7,4.736
36905,2022-05-18T23:51:26.860,FLAT,11.2,4.562
35322,2022-05-02T08:45:16.754,COMPARISON,2.7,0.273
36977,2022-05-19T01:03:46.818,FLAT,10.8,4.45
36715,2022-05-18T19:08:48.874,COMPARISON,36.9,4.93
37049,2022-05-19T02:16:05.905,FLAT,11.0,4.471
37698,2022-05-19T17:45:54.908,FLAT,12.1,4.923
37121,2022-05-19T03:28:25.220,FLAT,11.0,4.431
37909,2022-05-19T21:17:57.445,FLAT,11.8,4.738
37193,2022-05-19T04:40:45.833,FLAT,12.7,5.118
37265,2022-05-19T05:53:07.260,FLAT,11.5,4.658
37770,2022-05-19T18:58:16.673,FLAT,13.0,5.225
36762,2022-05-18T20:11:26.900,COMPARISON,124.0,3.499
37409,2022-05-19T08:18:23.983,FLAT,22.6,9.085
37337,2022-05-19T07:06:01.369,FLAT,17.5,6.942
37842,2022-05-19T20:10:36.255,FLAT,13.0,5.33
36834,2022-05-18T22:40:05.065,FLAT,11.6,4.699
34218,2022-04-25T16:44:32.666,COMPARISON,37.4,0.83
37627,2022-05-19T16:34:33.785,FLAT,12.4,4.999
37554,2022-05-19T12:55:46.156,FLAT,12.8,5.172
37482,2022-05-19T11:42:32.331,FLAT,11.8,4.776
36906,2022-05-18T23:52:26.866,FLAT,11.0,4.47
35323,2022-05-02T08:46:25.884,COMPARISON,2.7,0.265
36978,2022-05-19T01:04:46.816,FLAT,11.2,4.282
36716,2022-05-18T19:09:53.853,COMPARISON,36.8,4.919
37050,2022-05-19T02:17:05.915,FLAT,11.3,4.562
37699,2022-05-19T17:46:54.887,FLAT,12.5,5.094
37122,2022-05-19T03:29:25.426,FLAT,11.9,4.495
37194,2022-05-19T04:41:45.845,FLAT,12.4,4.981
37910,2022-05-19T21:18:57.419,FLAT,12.3,4.783
37266,2022-05-19T05:54:07.275,FLAT,11.7,4.716
37771,2022-05-19T18:59:16.735,FLAT,13.4,5.064
36763,2022-05-18T20:12:57.974,COMPARISON,35.6,4.755
37410,2022-05-19T08:19:24.171,FLAT,22.4,9.012
37338,2022-05-19T07:07:01.261,FLAT,17.5,7.055
37843,2022-05-19T20:11:36.238,FLAT,13.2,5.349
36835,2022-05-18T22:41:05.172,FLAT,11.3,4.578
34219,2022-04-25T16:46:17.725,COMPARISON,42.3,0.94
37628,2022-05-19T16:35:33.778,FLAT,12.5,5.049
37555,2022-05-19T12:56:46.266,FLAT,13.1,5.133
37483,2022-05-19T11:43:32.423,FLAT,12.1,4.864
36907,2022-05-18T23:53:26.863,FLAT,11.0,4.431
36979,2022-05-19T01:05:47.006,FLAT,10.9,4.427
36717,2022-05-18T19:10:58.836,COMPARISON,37.4,4.974
37051,2022-05-19T02:18:06.019,FLAT,11.4,4.564
37700,2022-05-19T17:47:54.874,FLAT,12.2,4.901
37123,2022-05-19T03:30:25.731,FLAT,11.1,4.47
37195,2022-05-19T04:42:45.862,FLAT,12.3,4.95
37911,2022-05-19T21:19:57.593,FLAT,12.3,4.995
37267,2022-05-19T05:55:07.284,FLAT,11.9,4.832
37772,2022-05-19T19:00:16.896,FLAT,12.5,5.089
36764,2022-05-18T20:14:02.956,COMPARISON,34.4,4.579
37411,2022-05-19T08:20:24.360,FLAT,22.5,9.038
37339,2022-05-19T07:08:01.267,FLAT,17.3,7.007
37844,2022-05-19T20:12:36.218,FLAT,13.4,5.412
36836,2022-05-18T22:42:05.382,FLAT,11.5,4.662
34220,2022-04-25T16:48:02.867,COMPARISON,43.4,0.965
37629,2022-05-19T16:36:33.866,FLAT,12.5,4.907
36908,2022-05-18T23:54:26.859,FLAT,11.0,4.475
37556,2022-05-19T12:57:46.373,FLAT,12.6,5.069
37484,2022-05-19T11:44:32.418,FLAT,12.3,4.962
36980,2022-05-19T01:06:46.998,FLAT,11.1,4.494
37052,2022-05-19T02:19:06.119,FLAT,11.8,4.736
36718,2022-05-18T19:12:03.913,COMPARISON,36.4,4.875
37701,2022-05-19T17:48:55.067,FLAT,12.3,4.979
37124,2022-05-19T03:31:25.832,FLAT,11.4,4.628
37196,2022-05-19T04:43:45.878,FLAT,12.5,5.048
37912,2022-05-19T21:20:57.680,FLAT,12.1,4.929
37268,2022-05-19T05:56:07.391,FLAT,11.9,4.832
37773,2022-05-19T19:01:16.866,FLAT,12.6,5.126
36765,2022-05-18T20:15:07.943,COMPARISON,33.9,4.535
37412,2022-05-19T08:21:24.543,FLAT,22.1,8.872
37340,2022-05-19T07:09:01.268,FLAT,17.6,7.104
36837,2022-05-18T22:43:05.486,FLAT,11.7,4.595
37845,2022-05-19T20:13:36.203,FLAT,13.3,5.365
34221,2022-04-25T16:50:41.751,COMPARISON,2.2,0.742
37630,2022-05-19T16:37:36.852,FLAT,12.1,4.954
36909,2022-05-18T23:55:26.849,FLAT,10.9,4.431
37557,2022-05-19T12:58:48.982,FLAT,12.3,4.957
37485,2022-05-19T11:45:42.116,FLAT,12.1,4.863
36981,2022-05-19T01:07:46.987,FLAT,10.9,4.42
37980,2022-05-19T22:29:17.127,FLAT,11.8,4.766
37053,2022-05-19T02:20:06.118,FLAT,11.2,4.517
36719,2022-05-18T19:13:08.892,COMPARISON,38.2,5.109
37702,2022-05-19T17:49:57.662,FLAT,12.6,5.033
37125,2022-05-19T03:32:25.926,FLAT,11.4,4.53
37197,2022-05-19T04:44:45.877,FLAT,12.4,5.009
37913,2022-05-19T21:21:57.671,FLAT,11.8,4.785
37269,2022-05-19T05:57:07.399,FLAT,12.0,4.852
37774,2022-05-19T19:02:19.636,FLAT,12.6,5.119
36766,2022-05-18T20:16:13.131,COMPARISON,33.3,4.44
37413,2022-05-19T08:22:24.731,FLAT,23.1,9.298
37341,2022-05-19T07:10:01.271,FLAT,17.8,7.16
37846,2022-05-19T20:14:38.881,FLAT,12.8,5.125
36838,2022-05-18T22:44:05.584,FLAT,11.6,4.671
34222,2022-04-25T16:51:43.979,COMPARISON,2.3,0.76
37631,2022-05-19T16:38:36.942,FLAT,11.9,4.828
36910,2022-05-18T23:56:26.936,FLAT,10.6,4.316
37486,2022-05-19T11:46:42.618,FLAT,12.1,4.894
37558,2022-05-19T12:59:48.980,FLAT,12.4,5.001
36982,2022-05-19T01:08:47.078,FLAT,11.0,4.436
37981,2022-05-19T22:30:17.409,FLAT,11.8,4.756
37054,2022-05-19T02:21:06.126,FLAT,11.2,4.528
36720,2022-05-18T19:14:13.777,COMPARISON,37.8,5.0
37703,2022-05-19T17:50:57.753,FLAT,12.5,5.089
37126,2022-05-19T03:33:26.022,FLAT,11.3,4.563
37198,2022-05-19T04:45:45.880,FLAT,12.2,4.967
37914,2022-05-19T21:22:57.753,FLAT,12.0,4.887
37270,2022-05-19T05:58:07.399,FLAT,11.8,4.764
37775,2022-05-19T19:03:19.614,FLAT,12.4,5.037
37414,2022-05-19T08:23:24.823,FLAT,22.4,9.044
36767,2022-05-18T20:17:18.220,COMPARISON,32.8,4.378
37342,2022-05-19T07:11:01.268,FLAT,17.5,7.12
36839,2022-05-18T22:45:05.586,FLAT,11.4,4.611
37847,2022-05-19T20:15:38.969,FLAT,13.3,5.37
38052,2022-05-19T23:41:39.505,FLAT,13.2,5.354
36911,2022-05-18T23:57:27.028,FLAT,11.1,4.519
37632,2022-05-19T16:39:37.031,FLAT,12.1,4.911
37487,2022-05-19T11:47:42.926,FLAT,12.4,4.954
37559,2022-05-19T13:00:49.088,FLAT,12.6,5.066
36983,2022-05-19T01:09:47.172,FLAT,10.7,4.306
37982,2022-05-19T22:31:17.681,FLAT,11.7,4.666
37055,2022-05-19T02:22:06.232,FLAT,11.4,4.598
36721,2022-05-18T19:15:19.073,COMPARISON,37.6,5.013
37704,2022-05-19T17:51:57.739,FLAT,12.7,5.14
37127,2022-05-19T03:34:26.226,FLAT,11.6,4.489
37199,2022-05-19T04:46:45.886,FLAT,11.7,4.757
37915,2022-05-19T21:23:57.736,FLAT,11.7,4.736
37271,2022-05-19T05:59:07.397,FLAT,12.0,4.83
37776,2022-05-19T19:04:19.590,FLAT,12.4,4.972
37415,2022-05-19T08:24:24.916,FLAT,23.7,9.514
36768,2022-05-18T20:18:23.290,COMPARISON,35.9,4.797
37343,2022-05-19T07:12:01.257,FLAT,17.4,7.095
36840,2022-05-18T22:46:05.687,FLAT,11.5,4.654
37848,2022-05-19T20:16:39.056,FLAT,13.0,5.237
36912,2022-05-18T23:58:27.022,FLAT,11.2,4.544
38053,2022-05-19T23:42:39.502,FLAT,13.4,5.274
37633,2022-05-19T16:40:37.022,FLAT,12.4,4.915
37488,2022-05-19T11:48:43.138,FLAT,12.9,5.215
37560,2022-05-19T13:01:49.291,FLAT,12.5,4.985
36984,2022-05-19T01:10:47.162,FLAT,11.5,4.346
37056,2022-05-19T02:23:06.242,FLAT,11.1,4.498
37983,2022-05-19T22:32:17.850,FLAT,12.2,4.864
36722,2022-05-18T19:16:24.067,COMPARISON,37.9,5.054
37705,2022-05-19T17:52:57.728,FLAT,12.7,5.127
37128,2022-05-19T03:35:26.436,FLAT,11.2,4.542
37200,2022-05-19T04:47:45.995,FLAT,12.0,4.841
37916,2022-05-19T21:24:57.723,FLAT,12.1,4.905
37272,2022-05-19T06:00:07.399,FLAT,12.1,4.936
37777,2022-05-19T19:05:19.555,FLAT,12.8,5.17
37416,2022-05-19T08:25:25.007,FLAT,23.7,9.526
37344,2022-05-19T07:13:01.247,FLAT,17.3,7.019
36769,2022-05-18T20:19:28.262,COMPARISON,36.3,4.86
36841,2022-05-18T22:47:08.386,FLAT,11.7,4.708
37849,2022-05-19T20:17:39.140,FLAT,13.0,5.242
36913,2022-05-18T23:59:29.719,FLAT,10.6,4.246
38054,2022-05-19T23:43:39.503,FLAT,13.2,5.287
37489,2022-05-19T11:49:43.247,FLAT,13.2,5.291
37634,2022-05-19T16:41:37.013,FLAT,12.4,4.955
37561,2022-05-19T13:02:49.293,FLAT,12.1,4.869
36985,2022-05-19T01:11:49.952,FLAT,11.4,4.616
37057,2022-05-19T02:24:08.759,FLAT,11.2,4.49
37984,2022-05-19T22:33:17.920,FLAT,12.4,4.979
36723,2022-05-18T19:17:29.051,COMPARISON,37.3,4.953
37706,2022-05-19T17:53:57.811,FLAT,12.8,5.139
37129,2022-05-19T03:36:29.138,FLAT,11.0,4.42
37201,2022-05-19T04:48:48.594,FLAT,12.2,4.867
37273,2022-05-19T06:01:10.009,FLAT,11.7,4.727
37917,2022-05-19T21:25:57.709,FLAT,12.3,4.916
37778,2022-05-19T19:06:19.520,FLAT,12.8,5.231
37417,2022-05-19T08:26:27.701,FLAT,23.3,9.291
37345,2022-05-19T07:14:04.434,FLAT,17.1,7.486
36770,2022-05-18T20:20:33.329,COMPARISON,36.0,4.807
36842,2022-05-18T22:48:08.386,FLAT,11.9,4.795
37850,2022-05-19T20:18:39.423,FLAT,13.3,5.339
36914,2022-05-19T00:00:29.919,FLAT,10.6,4.301
38055,2022-05-19T23:44:39.497,FLAT,13.2,5.319
37490,2022-05-19T11:50:43.347,FLAT,12.8,5.178
37635,2022-05-19T16:42:37.000,FLAT,13.1,5.124
37562,2022-05-19T13:03:49.287,FLAT,12.5,5.011
36986,2022-05-19T01:12:49.846,FLAT,11.3,4.616
37058,2022-05-19T02:25:08.974,FLAT,11.2,4.555
37985,2022-05-19T22:34:17.987,FLAT,11.9,4.798
36724,2022-05-18T19:18:34.134,COMPARISON,37.9,5.054
37707,2022-05-19T17:54:58.009,FLAT,12.9,5.245
37130,2022-05-19T03:37:29.143,FLAT,10.8,4.323
37202,2022-05-19T04:49:48.697,FLAT,12.0,4.839
37274,2022-05-19T06:02:10.024,FLAT,11.8,4.783
37918,2022-05-19T21:27:00.293,FLAT,11.8,4.79
37779,2022-05-19T19:07:19.787,FLAT,12.6,5.153
37346,2022-05-19T07:15:04.424,FLAT,17.1,7.558
37418,2022-05-19T08:27:27.799,FLAT,22.6,9.171
36771,2022-05-18T20:21:38.304,COMPARISON,36.7,4.914
36843,2022-05-18T22:49:08.489,FLAT,11.7,4.775
37851,2022-05-19T20:19:39.608,FLAT,13.0,5.231
36915,2022-05-19T00:01:30.019,FLAT,10.7,4.302
37491,2022-05-19T11:51:43.446,FLAT,12.9,5.233
38056,2022-05-19T23:45:39.496,FLAT,13.2,5.292
37636,2022-05-19T16:43:37.098,FLAT,12.9,4.92
36987,2022-05-19T01:13:49.839,FLAT,11.2,4.486
37563,2022-05-19T13:04:49.281,FLAT,12.4,4.973
37059,2022-05-19T02:26:09.091,FLAT,11.5,4.615
37986,2022-05-19T22:35:17.957,FLAT,12.3,4.946
36725,2022-05-18T19:19:39.117,COMPARISON,38.3,5.096
37708,2022-05-19T17:55:58.108,FLAT,13.4,5.441
37131,2022-05-19T03:38:29.151,FLAT,10.6,4.32
37275,2022-05-19T06:03:10.023,FLAT,11.8,4.767
37203,2022-05-19T04:50:48.810,FLAT,12.3,4.937
37919,2022-05-19T21:28:00.668,FLAT,12.1,4.825
37780,2022-05-19T19:08:19.851,FLAT,12.6,5.122
37347,2022-05-19T07:16:04.423,FLAT,17.4,7.394
37419,2022-05-19T08:28:27.701,FLAT,22.5,9.116
36772,2022-05-18T20:22:43.375,COMPARISON,37.1,4.955
36844,2022-05-18T22:50:08.594,FLAT,11.6,4.695
37852,2022-05-19T20:20:39.694,FLAT,13.4,5.43
36916,2022-05-19T00:02:30.113,FLAT,10.7,4.225
37492,2022-05-19T11:52:43.447,FLAT,12.9,5.235
38057,2022-05-19T23:46:39.494,FLAT,13.3,5.359
37637,2022-05-19T16:44:37.283,FLAT,12.2,4.842
36988,2022-05-19T01:14:49.833,FLAT,11.4,4.58
37564,2022-05-19T13:05:49.290,FLAT,12.2,4.878
37060,2022-05-19T02:27:09.205,FLAT,11.6,4.672
37987,2022-05-19T22:36:18.336,FLAT,13.0,5.248
36726,2022-05-18T19:20:44.099,COMPARISON,37.8,5.008
37709,2022-05-19T17:56:58.306,FLAT,13.5,5.507
37132,2022-05-19T03:39:29.157,FLAT,11.0,4.485
37276,2022-05-19T06:04:10.027,FLAT,11.8,4.782
37204,2022-05-19T04:51:48.925,FLAT,12.1,4.921
37920,2022-05-19T21:29:00.836,FLAT,11.8,4.766
37781,2022-05-19T19:09:19.821,FLAT,12.3,4.968
37348,2022-05-19T07:17:04.515,FLAT,17.2,7.573
37420,2022-05-19T08:29:27.796,FLAT,22.7,9.14
36773,2022-05-18T20:23:48.352,COMPARISON,36.7,4.918
36845,2022-05-18T22:51:08.994,FLAT,11.3,4.564
37853,2022-05-19T20:21:39.777,FLAT,13.2,5.321
36917,2022-05-19T00:03:30.295,FLAT,11.4,4.55
37493,2022-05-19T11:53:43.847,FLAT,12.8,5.162
38058,2022-05-19T23:47:39.487,FLAT,13.0,5.26
37638,2022-05-19T16:45:37.274,FLAT,12.0,4.748
36989,2022-05-19T01:15:49.817,FLAT,11.1,4.48
37061,2022-05-19T02:28:09.317,FLAT,11.0,4.353
37565,2022-05-19T13:06:49.298,FLAT,12.6,5.054
37988,2022-05-19T22:37:18.619,FLAT,12.7,5.15
36727,2022-05-18T19:22:04.287,COMPARISON,29.8,4.0
37133,2022-05-19T03:40:29.154,FLAT,10.7,4.301
37710,2022-05-19T17:57:58.503,FLAT,13.6,5.496
37277,2022-05-19T06:05:10.035,FLAT,11.8,4.764
37205,2022-05-19T04:52:49.047,FLAT,11.9,4.83
37921,2022-05-19T21:30:00.912,FLAT,11.8,4.779
