taiObs,visit,dataType,scale,rate
2022-05-19 04:49:48.697,37202,FLAT,12.0,4.839
2022-05-19 04:50:48.810,37203,FLAT,12.3,4.937
2022-05-19 04:51:48.925,37204,FLAT,12.1,4.921
2022-05-19 04:52:49.047,37205,FLAT,11.9,4.83
2022-05-19 04:53:49.364,37206,FLAT,12.2,4.968
2022-05-19 04:54:49.779,37207,FLAT,12.1,4.918
2022-05-19 04:55:49.992,37208,FLAT,12.1,4.86
2022-05-19 04:56:50.411,37209,FLAT,12.1,4.867
2022-05-19 04:57:50.530,37210,FLAT,11.8,4.772
2022-05-19 04:58:50.647,37211,FLAT,12.0,4.864
2022-05-19 04:59:50.765,37212,FLAT,12.3,4.969
2022-05-19 05:00:53.583,37213,FLAT,12.3,4.978
2022-05-19 05:01:53.595,37214,FLAT,12.1,4.878
2022-05-19 05:02:53.605,37215,FLAT,12.4,4.998
2022-05-19 05:03:53.711,37216,FLAT,12.3,4.937
2022-05-19 05:04:53.722,37217,FLAT,12.3,4.824
2022-05-19 05:05:53.826,37218,FLAT,11.9,4.886
2022-05-19 05:06:53.734,37219,FLAT,12.0,4.859
2022-05-19 05:07:53.853,37220,FLAT,11.9,4.786
2022-05-19 05:08:53.870,37221,FLAT,12.2,4.837
2022-05-19 05:09:53.980,37222,FLAT,12.0,4.855
2022-05-19 05:10:53.890,37223,FLAT,12.1,4.9
2022-05-19 05:11:53.899,37224,FLAT,12.0,4.812
2022-05-19 05:12:56.514,37225,FLAT,11.7,4.672
2022-05-19 05:13:56.720,37226,FLAT,12.0,4.897
2022-05-19 05:14:57.232,37227,FLAT,11.4,4.656
2022-05-19 05:15:57.336,37228,FLAT,10.9,4.402
2022-05-19 05:16:57.443,37229,FLAT,11.3,4.567
2022-05-19 05:17:57.556,37230,FLAT,11.5,4.66
2022-05-19 05:18:57.661,37231,FLAT,10.9,4.401
2022-05-19 05:19:57.776,37232,FLAT,10.9,4.309
2022-05-19 05:20:57.885,37233,FLAT,11.2,4.514
2022-05-19 05:21:57.994,37234,FLAT,11.4,4.625
2022-05-19 05:22:57.995,37235,FLAT,11.6,4.567
2022-05-19 05:23:58.202,37236,FLAT,11.5,4.594
2022-05-19 05:25:00.910,37237,FLAT,11.6,4.648
2022-05-19 05:26:00.911,37238,FLAT,11.1,4.404
2022-05-19 05:27:00.922,37239,FLAT,11.2,4.489
2022-05-19 05:28:00.937,37240,FLAT,11.7,4.653
2022-05-19 05:29:00.848,37241,FLAT,11.3,4.552
2022-05-19 05:30:00.860,37242,FLAT,11.5,4.66
2022-05-19 05:31:00.873,37243,FLAT,12.6,5.088
2022-05-19 05:32:00.885,37244,FLAT,12.9,5.248
2022-05-19 05:33:01.006,37245,FLAT,13.1,5.012
2022-05-19 05:34:01.125,37246,FLAT,12.7,5.176
2022-05-19 05:35:01.232,37247,FLAT,12.9,5.19
2022-05-19 05:36:01.247,37248,FLAT,12.3,4.943
2022-05-19 05:37:03.764,37249,FLAT,12.6,5.052
2022-05-19 05:38:03.972,37250,FLAT,12.7,5.11
2022-05-19 05:39:03.977,37251,FLAT,13.1,5.234
2022-05-19 05:40:03.970,37252,FLAT,13.0,5.237
2022-05-19 05:41:04.061,37253,FLAT,12.5,5.086
2022-05-19 05:42:04.066,37254,FLAT,11.9,4.833
2022-05-19 05:43:04.074,37255,FLAT,11.5,4.631
2022-05-19 05:44:04.178,37256,FLAT,12.0,4.823
2022-05-19 05:45:04.278,37257,FLAT,11.9,4.807
2022-05-19 05:46:04.278,37258,FLAT,11.7,4.739
2022-05-19 05:47:04.186,37259,FLAT,12.2,4.895
2022-05-19 05:48:04.297,37260,FLAT,12.1,4.909
2022-05-19 05:49:06.912,37261,FLAT,12.1,4.912
2022-05-19 05:50:07.121,37262,FLAT,12.1,4.87
2022-05-19 05:51:07.232,37263,FLAT,12.4,4.967
2022-05-19 05:52:07.241,37264,FLAT,11.6,4.731
2022-05-19 05:53:07.260,37265,FLAT,11.5,4.658
2022-05-19 05:54:07.275,37266,FLAT,11.7,4.716
2022-05-19 05:55:07.284,37267,FLAT,11.9,4.832
2022-05-19 05:56:07.391,37268,FLAT,11.9,4.832
2022-05-19 05:57:07.399,37269,FLAT,12.0,4.852
2022-05-19 05:58:07.399,37270,FLAT,11.8,4.764
2022-05-19 05:59:07.397,37271,FLAT,12.0,4.83
2022-05-19 06:00:07.399,37272,FLAT,12.1,4.936
2022-05-19 06:01:10.009,37273,FLAT,11.7,4.727
2022-05-19 06:02:10.024,37274,FLAT,11.8,4.783
2022-05-19 06:03:10.023,37275,FLAT,11.8,4.767
2022-05-19 06:04:10.027,37276,FLAT,11.8,4.782
2022-05-19 06:05:10.035,37277,FLAT,11.8,4.764
2022-05-19 06:06:10.242,37278,FLAT,11.6,4.669
2022-05-19 06:07:10.447,37279,FLAT,12.2,4.931
2022-05-19 06:08:10.550,37280,FLAT,12.3,4.988
2022-05-19 06:09:10.560,37281,FLAT,12.6,5.116
2022-05-19 06:10:10.660,37282,FLAT,12.3,5.063
2022-05-19 06:11:10.664,37283,FLAT,12.5,5.078
2022-05-19 06:12:10.773,37284,FLAT,12.5,5.084
2022-05-19 06:13:13.586,37285,FLAT,12.4,4.991
2022-05-19 06:14:13.687,37286,FLAT,12.5,4.968
2022-05-19 06:15:13.886,37287,FLAT,12.7,5.135
2022-05-19 06:16:13.884,37288,FLAT,12.7,5.143
2022-05-19 06:17:13.886,37289,FLAT,12.7,5.126
2022-05-19 06:18:13.986,37290,FLAT,13.0,5.211
2022-05-19 06:19:13.982,37291,FLAT,13.4,5.481
2022-05-19 06:20:14.075,37292,FLAT,13.4,5.484
2022-05-19 06:21:14.167,37293,FLAT,12.8,5.172
2022-05-19 06:22:14.270,37294,FLAT,12.9,5.204
2022-05-19 06:23:14.373,37295,FLAT,12.9,5.219
2022-05-19 06:24:14.573,37296,FLAT,12.9,5.235
2022-05-19 06:25:17.374,37297,FLAT,12.7,5.133
2022-05-19 06:26:17.375,37298,FLAT,12.7,5.089
2022-05-19 06:27:17.476,37299,FLAT,12.5,5.014
2022-05-19 06:28:17.471,37300,FLAT,12.3,4.956
2022-05-19 06:29:17.473,37301,FLAT,12.7,5.178
2022-05-19 06:30:17.474,37302,FLAT,12.3,5.053
2022-05-19 06:31:17.377,37303,FLAT,12.9,5.196
2022-05-19 06:32:17.278,37304,FLAT,12.9,5.213
2022-05-19 06:33:17.277,37305,FLAT,13.0,5.282
2022-05-19 06:34:17.477,37306,FLAT,13.3,5.374
2022-05-19 06:35:17.467,37307,FLAT,12.9,5.21
2022-05-19 06:36:17.468,37308,FLAT,12.6,5.05
2022-05-19 06:37:19.973,37309,FLAT,12.1,4.953
2022-05-19 06:38:19.873,37310,FLAT,12.4,5.002
2022-05-19 06:39:19.868,37311,FLAT,12.3,4.979
2022-05-19 06:40:19.862,37312,FLAT,12.4,5.038
2022-05-19 06:41:19.848,37313,FLAT,12.5,5.054
2022-05-19 06:42:19.831,37314,FLAT,12.5,5.059
2022-05-19 06:43:19.912,37315,FLAT,12.7,5.091
2022-05-19 06:44:19.899,37316,FLAT,12.3,5.002
2022-05-19 06:45:19.993,37317,FLAT,12.5,5.084
2022-05-19 06:46:19.980,37318,FLAT,12.7,5.13
2022-05-19 06:47:19.965,37319,FLAT,13.2,5.095
2022-05-19 06:48:20.052,37320,FLAT,12.4,4.99
2022-05-19 06:49:22.836,37321,FLAT,12.4,4.987
2022-05-19 06:50:23.127,37322,FLAT,13.3,5.025
2022-05-19 06:51:23.417,37323,FLAT,13.2,5.132
2022-05-19 06:52:23.508,37324,FLAT,12.8,5.189
2022-05-19 06:53:23.596,37325,FLAT,13.0,5.256
2022-05-19 06:54:23.587,37326,FLAT,13.0,5.254
2022-05-19 06:55:23.577,37327,FLAT,12.9,5.239
2022-05-19 06:56:23.553,37328,FLAT,13.3,5.386
2022-05-19 06:57:23.530,37329,FLAT,12.9,5.223
2022-05-19 06:58:23.614,37330,FLAT,17.0,6.841
2022-05-19 06:59:23.604,37331,FLAT,17.1,6.9
2022-05-19 07:00:23.596,37332,FLAT,17.0,6.848
2022-05-19 07:02:01.284,37333,FLAT,18.3,7.181
2022-05-19 07:03:01.382,37334,FLAT,18.0,7.239
2022-05-19 07:04:01.378,37335,FLAT,18.3,7.378
2022-05-19 07:05:01.374,37336,FLAT,18.1,7.334
2022-05-19 07:06:01.369,37337,FLAT,17.5,6.942
2022-05-19 07:07:01.261,37338,FLAT,17.5,7.055
2022-05-19 07:08:01.267,37339,FLAT,17.3,7.007
2022-05-19 07:09:01.268,37340,FLAT,17.6,7.104
2022-05-19 07:10:01.271,37341,FLAT,17.8,7.16
2022-05-19 07:11:01.268,37342,FLAT,17.5,7.12
2022-05-19 07:12:01.257,37343,FLAT,17.4,7.095
2022-05-19 07:13:01.247,37344,FLAT,17.3,7.019
2022-05-19 07:14:04.434,37345,FLAT,17.1,7.486
2022-05-19 07:15:04.424,37346,FLAT,17.1,7.558
2022-05-19 07:16:04.423,37347,FLAT,17.4,7.394
2022-05-19 07:17:04.515,37348,FLAT,17.2,7.573
2022-05-19 07:18:04.507,37349,FLAT,17.1,7.511
2022-05-19 07:19:04.607,37350,FLAT,17.4,7.65
2022-05-19 07:20:04.610,37351,FLAT,17.8,7.839
2022-05-19 07:21:04.614,37352,FLAT,17.4,7.704
2022-05-19 07:22:04.612,37353,FLAT,17.7,7.738
2022-05-19 07:23:04.607,37354,FLAT,17.5,7.556
2022-05-19 07:24:04.616,37355,FLAT,18.4,7.702
2022-05-19 07:25:04.715,37356,FLAT,17.5,7.704
2022-05-19 07:26:07.314,37357,FLAT,17.3,7.022
2022-05-19 07:27:07.620,37358,FLAT,17.4,7.01
2022-05-19 07:28:07.928,37359,FLAT,17.3,6.967
2022-05-19 07:29:08.024,37360,FLAT,18.3,7.144
2022-05-19 07:30:08.227,37361,FLAT,17.4,7.021
2022-05-19 07:31:08.228,37362,FLAT,18.1,7.095
2022-05-19 07:32:08.436,37363,FLAT,17.4,7.097
2022-05-19 07:33:08.731,37364,FLAT,17.0,6.921
2022-05-19 07:34:08.939,37365,FLAT,17.4,7.039
2022-05-19 07:35:09.034,37366,FLAT,17.8,7.147
2022-05-19 07:36:09.131,37367,FLAT,18.0,6.97
2022-05-19 07:37:09.233,37368,FLAT,17.1,6.852
2022-05-19 07:38:11.828,37369,FLAT,18.2,7.334
2022-05-19 07:39:11.826,37370,FLAT,17.4,7.042
2022-05-19 07:40:11.817,37371,FLAT,17.4,7.033
2022-05-19 07:41:11.813,37372,FLAT,18.2,7.314
2022-05-19 07:42:11.805,37373,FLAT,18.2,7.345
2022-05-19 07:43:11.802,37374,FLAT,18.2,7.354
2022-05-19 07:44:11.809,37375,FLAT,18.5,7.463
2022-05-19 07:45:11.819,37376,FLAT,18.3,7.35
2022-05-19 07:46:11.920,37377,FLAT,19.8,7.767
2022-05-19 07:47:12.017,37378,FLAT,19.5,7.859
2022-05-19 07:48:12.008,37379,FLAT,19.6,7.866
2022-05-19 07:49:11.993,37380,FLAT,19.0,7.675
2022-05-19 07:50:14.577,37381,FLAT,19.5,7.756
2022-05-19 07:51:14.869,37382,FLAT,19.3,7.856
2022-05-19 07:52:15.055,37383,FLAT,19.3,7.623
2022-05-19 07:53:15.234,37384,FLAT,20.0,7.839
2022-05-19 07:54:15.430,37385,FLAT,20.0,7.81
2022-05-19 07:55:15.628,37386,FLAT,19.4,7.829
2022-05-19 07:56:15.932,37387,FLAT,20.7,8.241
2022-05-19 07:57:16.035,37388,FLAT,20.4,8.224
2022-05-19 07:58:16.234,37389,FLAT,20.9,8.395
2022-05-19 07:59:16.436,37390,FLAT,22.2,9.253
2022-05-19 08:00:16.739,37391,FLAT,21.1,8.524
2022-05-19 08:01:17.044,37392,FLAT,22.1,8.913
2022-05-19 08:02:19.847,37393,FLAT,21.5,9.406
2022-05-19 08:03:19.850,37394,FLAT,22.6,9.51
2022-05-19 08:04:20.058,37395,FLAT,21.5,10.331
2022-05-19 08:05:19.969,37396,FLAT,21.1,9.317
2022-05-19 08:06:20.172,37397,FLAT,20.8,9.739
2022-05-19 08:07:20.074,37398,FLAT,21.3,9.823
2022-05-19 08:08:20.069,37399,FLAT,21.3,9.773
2022-05-19 08:09:20.268,37400,FLAT,21.4,9.83
2022-05-19 08:10:20.360,37401,FLAT,21.4,9.875
2022-05-19 08:11:20.358,37402,FLAT,22.2,10.2
2022-05-19 08:12:20.345,37403,FLAT,21.6,9.971
2022-05-19 08:13:20.334,37404,FLAT,21.9,10.053
2022-05-19 08:14:23.125,37405,FLAT,22.0,8.9
2022-05-19 08:15:23.519,37406,FLAT,21.5,8.727
2022-05-19 08:16:23.813,37407,FLAT,22.0,8.945
2022-05-19 08:17:23.898,37408,FLAT,22.0,8.888
2022-05-19 08:18:23.983,37409,FLAT,22.6,9.085
2022-05-19 08:19:24.171,37410,FLAT,22.4,9.012
2022-05-19 08:20:24.360,37411,FLAT,22.5,9.038
2022-05-19 08:21:24.543,37412,FLAT,22.1,8.872
2022-05-19 08:22:24.731,37413,FLAT,23.1,9.298
2022-05-19 08:23:24.823,37414,FLAT,22.4,9.044
2022-05-19 08:24:24.916,37415,FLAT,23.7,9.514
2022-05-19 08:25:25.007,37416,FLAT,23.7,9.526
2022-05-19 08:26:27.701,37417,FLAT,23.3,9.291
2022-05-19 08:27:27.799,37418,FLAT,22.6,9.171
2022-05-19 08:28:27.701,37419,FLAT,22.5,9.116
2022-05-19 08:29:27.796,37420,FLAT,22.7,9.14
2022-05-19 08:30:27.988,37421,FLAT,22.7,9.223
2022-05-19 08:31:27.984,37422,FLAT,22.7,9.194
2022-05-19 08:32:27.984,37423,FLAT,21.9,8.846
2022-05-19 08:33:27.976,37424,FLAT,23.8,8.733
2022-05-19 08:34:28.171,37425,FLAT,22.1,8.909
2022-05-19 08:35:28.173,37426,FLAT,22.1,8.895
2022-05-19 08:36:28.172,37427,FLAT,22.5,8.857
2022-05-19 08:37:28.169,37428,FLAT,22.5,9.004
2022-05-19 08:38:30.665,37429,FLAT,22.6,9.16
2022-05-19 08:39:30.868,37430,FLAT,23.1,9.349
2022-05-19 08:40:30.971,37431,FLAT,23.1,9.329
2022-05-19 08:41:31.178,37432,FLAT,22.9,9.237
2022-05-19 08:42:31.275,37433,FLAT,22.9,9.243
2022-05-19 08:43:31.380,37434,FLAT,22.4,9.09
2022-05-19 08:44:31.580,37435,FLAT,22.8,9.226
2022-05-19 08:45:31.578,37436,FLAT,22.9,9.191
2022-05-19 08:46:31.673,37437,FLAT,22.4,9.085
2022-05-19 08:47:31.772,37438,FLAT,23.4,9.154
2022-05-19 08:48:31.975,37439,FLAT,23.3,9.53
2022-05-19 08:49:31.986,37440,FLAT,23.2,9.379
2022-05-19 08:50:34.784,37441,FLAT,23.4,9.545
2022-05-19 08:51:34.887,37442,FLAT,23.8,9.596
2022-05-19 08:52:34.989,37443,FLAT,23.8,9.671
2022-05-19 08:53:35.094,37444,FLAT,23.5,9.521
2022-05-19 08:54:35.191,37445,FLAT,21.8,8.828
2022-05-19 08:55:35.183,37446,FLAT,23.0,9.334
2022-05-19 08:56:35.185,37447,FLAT,25.0,10.187
2022-05-19 09:39:24.471,37449,FLAT,11.5,4.61
2022-05-19 09:40:24.576,37450,FLAT,11.1,4.452
2022-05-19 09:41:24.775,37451,FLAT,11.1,4.455
2022-05-19 09:42:25.078,37452,FLAT,10.7,4.327
2022-05-19 09:43:25.480,37453,FLAT,11.2,4.422
2022-05-19 09:44:25.781,37454,FLAT,10.9,4.377
2022-05-19 09:45:25.978,37455,FLAT,10.8,4.348
2022-05-19 09:46:26.173,37456,FLAT,11.1,4.503
2022-05-19 09:47:26.268,37457,FLAT,11.1,4.485
2022-05-19 09:48:26.666,37458,FLAT,10.9,4.431
2022-05-19 09:49:26.761,37459,FLAT,11.3,4.541
2022-05-19 09:50:26.857,37460,FLAT,12.0,4.83
2022-05-19 11:21:21.475,37461,FLAT,12.4,5.045
2022-05-19 11:22:21.477,37462,FLAT,11.6,4.72
2022-05-19 11:23:21.573,37463,FLAT,11.8,4.663
2022-05-19 11:24:21.566,37464,FLAT,12.6,5.097
2022-05-19 11:25:21.656,37465,FLAT,12.0,4.854
2022-05-19 11:26:21.643,37466,FLAT,11.6,4.695
2022-05-19 11:27:21.729,37467,FLAT,11.7,4.698
2022-05-19 11:28:21.726,37468,FLAT,12.2,4.798
2022-05-19 11:29:21.836,37469,FLAT,11.8,4.738
2022-05-19 11:30:21.842,37470,FLAT,11.9,4.805
2022-05-19 11:31:21.942,37471,FLAT,11.6,4.638
2022-05-19 11:32:21.939,37472,FLAT,12.1,4.847
2022-05-19 11:33:31.829,37473,FLAT,11.9,4.867
2022-05-19 11:34:32.133,37474,FLAT,12.1,4.918
2022-05-19 11:35:32.030,37475,FLAT,12.0,4.743
2022-05-19 11:36:32.027,37476,FLAT,12.0,4.868
2022-05-19 11:37:32.034,37477,FLAT,11.9,4.809
2022-05-19 11:38:32.044,37478,FLAT,11.9,4.806
2022-05-19 11:39:32.139,37479,FLAT,11.6,4.668
2022-05-19 11:40:32.136,37480,FLAT,12.0,4.85
2022-05-19 11:41:32.233,37481,FLAT,11.7,4.736
2022-05-19 11:42:32.331,37482,FLAT,11.8,4.776
2022-05-19 11:43:32.423,37483,FLAT,12.1,4.864
2022-05-19 11:44:32.418,37484,FLAT,12.3,4.962
2022-05-19 11:45:42.116,37485,FLAT,12.1,4.863
2022-05-19 11:46:42.618,37486,FLAT,12.1,4.894
2022-05-19 11:47:42.926,37487,FLAT,12.4,4.954
2022-05-19 11:48:43.138,37488,FLAT,12.9,5.215
2022-05-19 11:49:43.247,37489,FLAT,13.2,5.291
2022-05-19 11:50:43.347,37490,FLAT,12.8,5.178
2022-05-19 11:51:43.446,37491,FLAT,12.9,5.233
2022-05-19 11:52:43.447,37492,FLAT,12.9,5.235
2022-05-19 11:53:43.847,37493,FLAT,12.8,5.162
2022-05-19 11:54:44.340,37494,FLAT,12.4,4.929
2022-05-19 11:55:44.642,37495,FLAT,12.3,4.951
2022-05-19 11:56:45.149,37496,FLAT,12.6,5.075
2022-05-19 11:57:55.452,37497,FLAT,12.4,5.012
2022-05-19 11:58:55.749,37498,FLAT,12.6,5.096
2022-05-19 11:59:56.042,37499,FLAT,12.8,5.182
2022-05-19 12:00:56.240,37500,FLAT,12.6,5.088
2022-05-19 12:01:56.442,37501,FLAT,12.3,5.01
2022-05-19 12:02:56.838,37502,FLAT,12.2,4.975
2022-05-19 12:03:56.932,37503,FLAT,12.0,4.903
2022-05-19 12:04:57.526,37504,FLAT,12.2,4.982
2022-05-19 12:05:58.422,37505,FLAT,12.5,5.028
2022-05-19 12:06:58.918,37506,FLAT,12.4,5.018
2022-05-19 12:07:59.308,37507,FLAT,12.9,4.798
2022-05-19 12:08:59.906,37508,FLAT,12.2,4.875
2022-05-19 12:10:21.411,37509,FLAT,13.9,5.491
2022-05-19 12:11:22.010,37510,FLAT,13.3,5.173
2022-05-19 12:12:22.407,37511,FLAT,12.6,5.093
2022-05-19 12:13:22.600,37512,FLAT,12.5,5.129
2022-05-19 12:14:22.898,37513,FLAT,12.7,5.025
2022-05-19 12:15:23.300,37514,FLAT,12.6,5.09
2022-05-19 12:16:23.395,37515,FLAT,12.3,4.968
2022-05-19 12:17:23.788,37516,FLAT,12.6,5.063
2022-05-19 12:18:23.884,37517,FLAT,12.5,5.065
2022-05-19 12:19:24.184,37518,FLAT,12.6,4.924
2022-05-19 12:20:24.487,37519,FLAT,12.5,5.035
2022-05-19 12:21:24.687,37520,FLAT,12.6,5.093
2022-05-19 12:22:27.588,37521,FLAT,12.1,4.807
2022-05-19 12:23:28.190,37522,FLAT,12.0,4.836
2022-05-19 12:24:28.781,37523,FLAT,12.0,4.879
2022-05-19 12:25:29.185,37524,FLAT,11.9,4.786
2022-05-19 12:26:29.690,37525,FLAT,12.2,4.97
2022-05-19 12:27:30.098,37526,FLAT,11.8,4.839
2022-05-19 12:28:30.400,37527,FLAT,12.0,4.92
2022-05-19 12:29:30.802,37528,FLAT,12.0,4.923
2022-05-19 12:30:31.207,37529,FLAT,12.3,5.048
2022-05-19 12:31:31.216,37530,FLAT,12.1,4.9
2022-05-19 12:32:31.319,37531,FLAT,12.1,4.869
2022-05-19 12:33:31.627,37532,FLAT,12.3,4.89
2022-05-19 12:34:34.338,37533,FLAT,12.4,4.908
2022-05-19 12:35:34.747,37534,FLAT,12.2,4.897
2022-05-19 12:36:35.153,37535,FLAT,12.1,4.847
2022-05-19 12:37:35.657,37536,FLAT,12.5,5.015
2022-05-19 12:38:36.159,37537,FLAT,12.0,4.817
2022-05-19 12:39:36.571,37538,FLAT,12.6,4.989
2022-05-19 12:40:36.972,37539,FLAT,12.8,5.078
2022-05-19 12:41:37.576,37540,FLAT,12.7,5.171
2022-05-19 12:42:38.084,37541,FLAT,12.6,4.865
2022-05-19 12:43:38.596,37542,FLAT,12.4,5.025
2022-05-19 12:44:38.706,37543,FLAT,12.6,5.077
2022-05-19 12:45:39.010,37544,FLAT,12.4,5.018
2022-05-19 12:46:41.912,37545,FLAT,12.4,5.063
2022-05-19 12:47:42.213,37546,FLAT,12.3,5.065
2022-05-19 12:48:42.517,37547,FLAT,13.0,5.126
2022-05-19 12:49:43.119,37548,FLAT,13.1,5.313
2022-05-19 12:50:43.627,37549,FLAT,12.7,5.162
2022-05-19 12:51:44.334,37550,FLAT,12.5,5.069
2022-05-19 12:52:44.742,37551,FLAT,12.6,5.064
2022-05-19 12:53:45.442,37552,FLAT,12.5,5.044
2022-05-19 12:54:45.953,37553,FLAT,12.5,5.052
2022-05-19 12:55:46.156,37554,FLAT,12.8,5.172
2022-05-19 12:56:46.266,37555,FLAT,13.1,5.133
2022-05-19 12:57:46.373,37556,FLAT,12.6,5.069
2022-05-19 12:58:48.982,37557,FLAT,12.3,4.957
2022-05-19 12:59:48.980,37558,FLAT,12.4,5.001
2022-05-19 13:00:49.088,37559,FLAT,12.6,5.066
2022-05-19 13:01:49.291,37560,FLAT,12.5,4.985
2022-05-19 13:02:49.293,37561,FLAT,12.1,4.869
2022-05-19 13:03:49.287,37562,FLAT,12.5,5.011
2022-05-19 13:04:49.281,37563,FLAT,12.4,4.973
2022-05-19 13:05:49.290,37564,FLAT,12.2,4.878
2022-05-19 13:06:49.298,37565,FLAT,12.6,5.054
2022-05-19 13:07:49.299,37566,FLAT,12.6,5.107
2022-05-19 13:08:49.301,37567,FLAT,13.3,5.436
2022-05-19 14:52:27.532,37569,COMPARISON,7.0,3.47
2022-05-19 15:37:16.827,37570,FLAT,14.1,5.557
2022-05-19 15:38:17.310,37571,FLAT,12.8,5.124
2022-05-19 15:39:17.595,37572,FLAT,12.6,5.071
2022-05-19 15:40:17.683,37573,FLAT,12.6,5.099
2022-05-19 15:41:17.771,37574,FLAT,12.3,5.015
2022-05-19 15:42:17.864,37575,FLAT,12.4,5.089
2022-05-19 15:43:17.751,37576,FLAT,12.4,4.996
2022-05-19 15:44:17.849,37577,FLAT,12.5,5.055
2022-05-19 15:45:17.938,37578,FLAT,12.3,4.986
2022-05-19 15:46:18.039,37579,FLAT,12.6,5.007
2022-05-19 15:47:18.130,37580,FLAT,12.8,5.179
2022-05-19 15:48:18.225,37581,FLAT,12.3,4.98
2022-05-19 15:49:21.220,37582,FLAT,12.2,4.847
2022-05-19 15:50:21.318,37583,FLAT,11.6,4.672
2022-05-19 15:51:21.315,37584,FLAT,11.8,4.785
2022-05-19 15:52:21.316,37585,FLAT,11.7,4.741
2022-05-19 15:53:21.310,37586,FLAT,11.9,4.768
2022-05-19 15:54:21.399,37587,FLAT,12.2,4.9
2022-05-19 15:55:21.389,37588,FLAT,12.5,5.028
2022-05-19 15:56:21.384,37589,FLAT,12.6,5.105
2022-05-19 15:57:21.479,37590,FLAT,12.6,5.113
2022-05-19 15:58:21.577,37591,FLAT,12.6,5.106
2022-05-19 15:59:21.572,37592,FLAT,12.7,5.147
2022-05-19 16:00:21.567,37593,FLAT,12.8,5.176
2022-05-19 16:01:24.160,37594,FLAT,12.7,5.049
2022-05-19 16:02:24.443,37595,FLAT,13.1,5.053
2022-05-19 16:03:24.730,37596,FLAT,12.8,5.119
2022-05-19 16:04:24.825,37597,FLAT,12.7,5.125
2022-05-19 16:05:25.119,37598,FLAT,12.4,5.039
2022-05-19 16:06:25.212,37599,FLAT,12.1,4.866
2022-05-19 16:07:25.307,37600,FLAT,12.2,4.94
2022-05-19 16:08:25.397,37601,FLAT,12.2,4.92
2022-05-19 16:09:25.493,37602,FLAT,12.6,4.969
2022-05-19 16:10:25.684,37603,FLAT,12.4,5.0
2022-05-19 16:11:25.773,37604,FLAT,12.8,5.156
2022-05-19 16:12:25.861,37605,FLAT,12.6,5.144
2022-05-19 16:13:28.848,37606,FLAT,11.6,4.782
2022-05-19 16:14:28.834,37607,FLAT,11.9,4.786
2022-05-19 16:15:28.922,37608,FLAT,12.2,4.769
2022-05-19 16:16:29.013,37609,FLAT,11.9,4.806
2022-05-19 16:17:29.013,37610,FLAT,12.7,4.919
2022-05-19 16:18:29.113,37611,FLAT,12.2,4.973
2022-05-19 16:19:29.220,37612,FLAT,12.0,4.848
2022-05-19 16:20:29.218,37613,FLAT,12.3,4.977
2022-05-19 16:21:29.208,37614,FLAT,12.0,4.83
2022-05-19 16:22:29.202,37615,FLAT,11.9,4.83
2022-05-19 16:23:29.198,37616,FLAT,12.2,4.619
2022-05-19 16:24:29.294,37617,FLAT,12.2,4.808
2022-05-19 16:25:31.988,37618,FLAT,12.0,4.848
2022-05-19 16:26:32.079,37619,FLAT,11.8,4.763
2022-05-19 16:27:32.174,37620,FLAT,12.1,4.892
2022-05-19 16:28:32.364,37621,FLAT,11.8,4.748
2022-05-19 16:29:32.647,37622,FLAT,11.9,4.776
2022-05-19 16:30:33.031,37623,FLAT,12.0,4.86
2022-05-19 16:31:33.417,37624,FLAT,11.9,4.809
2022-05-19 16:32:33.610,37625,FLAT,12.1,4.829
2022-05-19 16:33:33.698,37626,FLAT,12.2,4.913
2022-05-19 16:34:33.785,37627,FLAT,12.4,4.999
2022-05-19 16:35:33.778,37628,FLAT,12.5,5.049
2022-05-19 16:36:33.866,37629,FLAT,12.5,4.907
2022-05-19 16:37:36.852,37630,FLAT,12.1,4.954
2022-05-19 16:38:36.942,37631,FLAT,11.9,4.828
2022-05-19 16:39:37.031,37632,FLAT,12.1,4.911
2022-05-19 16:40:37.022,37633,FLAT,12.4,4.915
2022-05-19 16:41:37.013,37634,FLAT,12.4,4.955
2022-05-19 16:42:37.000,37635,FLAT,13.1,5.124
2022-05-19 16:43:37.098,37636,FLAT,12.9,4.92
2022-05-19 16:44:37.283,37637,FLAT,12.2,4.842
2022-05-19 16:45:37.274,37638,FLAT,12.0,4.748
2022-05-19 16:46:37.264,37639,FLAT,12.1,4.9
2022-05-19 16:47:37.356,37640,FLAT,12.4,4.938
2022-05-19 16:48:37.347,37641,FLAT,12.1,4.825
2022-05-19 16:49:40.033,37642,FLAT,12.5,5.042
2022-05-19 16:50:40.232,37643,FLAT,12.4,4.983
2022-05-19 16:51:40.417,37644,FLAT,12.5,5.01
2022-05-19 16:52:40.504,37645,FLAT,12.7,5.108
2022-05-19 16:53:40.590,37646,FLAT,12.6,5.073
2022-05-19 16:54:40.672,37647,FLAT,12.9,5.167
2022-05-19 16:55:40.756,37648,FLAT,12.8,5.062
2022-05-19 16:56:41.045,37649,FLAT,13.2,5.155
2022-05-19 16:57:41.229,37650,FLAT,13.2,5.2
2022-05-19 16:58:41.411,37651,FLAT,13.2,5.189
2022-05-19 16:59:41.595,37652,FLAT,12.8,5.234
2022-05-19 17:00:41.784,37653,FLAT,12.7,5.158
